"palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"espectáculo",2.4,2.2,3,0.8944,0.8367,0,"sustantivo"
"pista",2.4,1.8,2.4,0.5477,0.8367,0.5477,"sustantivo"
"melodía",3,2.4,3,0,0.8944,0,"sustantivo"
"percibir",3,2.2,2.6,0,1.0954,0.8944,"verbo"
"promesa",2.8,2.6,2,0.4472,0.5477,1,"sustantivo"
"ternura",3,1.6,2.8,0,0.8944,0.4472,"sustantivo"
"soltar",2.2,2.6,3,0.4472,0.8944,0,"verbo"
"superior",2,2.2,2.6,0.7071,0.8367,0.5477,"adjetivo"
"factor",2,2,1.6,0,0.7071,0.8944,"sustantivo"
"conquistar",2,3,2.8,0.7071,0,0.4472,"verbo"
"conceder",2.2,1.8,2.2,0.4472,1.0954,0.8367,"verbo"
"discográfico",2,1.8,1.8,0,0.4472,0.8367,"adjetivo"
"charlar",2.6,3,3,0.8944,0,0,"verbo"
"hielo",1.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"maravilloso",2.8,2.2,2.8,0.4472,0.8367,0.4472,"adjetivo"
"estatal",1.8,1.8,1.6,0.4472,0.8367,0.8944,"adjetivo"
"regla",2.2,1.8,3,0.4472,1.0954,0,"sustantivo"
"lanzamiento",2.2,2.8,2.6,0.4472,0.4472,0.8944,"sustantivo"
"corazon",2.6,2.4,3,0.5477,0.8944,0,"verbo"
"explicación",1.8,2.6,2.4,0.4472,0.5477,0.8944,"sustantivo"
"maestro",2.4,2.6,2.6,0.5477,0.5477,0.5477,"adjetivo"
"técnica",2.4,1.8,2,0.5477,0.8367,0.7071,"sustantivo"
"cliente",2.2,2.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"químico",2,2,2.6,0,0.7071,0.5477,"adjetivo"
"amenazar",1.2,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"argumento",2,2,2.4,0,0.7071,0.8944,"sustantivo"
"fantasía",3,2.4,2.8,0,0.8944,0.4472,"sustantivo"
"presidir",2.2,3,2.2,0.4472,0,0.8367,"verbo"
"costa",2.8,1.4,3,0.4472,0.8944,0,"sustantivo"
"complejo",2,2.2,2.6,0.7071,0.4472,0.5477,"sustantivo"
"fino",2.2,1.4,2,0.4472,0.5477,1,"adjetivo"
"oculto",2,1.8,1.8,0,0.4472,0.8367,"adjetivo"
"bastar",1.8,2,1.6,0.4472,0.7071,0.8944,"verbo"
"forzar",1.4,2.4,2.6,0.5477,0.8944,0.5477,"verbo"
"diócesis",1.8,2,2,0.4472,1,1,"sustantivo"
"show",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"futbolista",2.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"opción",2.4,2.2,2.4,0.5477,0.4472,0.8944,"sustantivo"
"fresco",2.8,1.8,2.8,0.4472,0.8367,0.4472,"adjetivo"
"cálido",3,1.8,3,0,0.8367,0,"adjetivo"
"autónomo",2.2,2.4,2.4,0.4472,0.5477,0.8944,"adjetivo"
"sello",2,1.4,2.8,0,0.5477,0.4472,"sustantivo"
"diferenciar",2,2.8,2,0,0.4472,1,"verbo"
"trayectoria",2.2,2.4,2.8,0.4472,0.8944,0.4472,"sustantivo"
"enterrar",1.4,2.4,3,0.5477,0.8944,0,"verbo"
"anciano",2.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"ejecutar",1.6,2.8,2.6,0.5477,0.4472,0.5477,"verbo"
"reforma",2.2,3,2.6,0.4472,0,0.5477,"sustantivo"
"fama",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"monasterio",2.2,1.6,2.6,0.4472,0.8944,0.8944,"sustantivo"
"maldito",1,2,2.8,0,0.7071,0.4472,"adjetivo"
"encantar",2.8,2.8,2.6,0.4472,0.4472,0.5477,"verbo"
"carretero",2,1.8,2,0,0.4472,1,"sustantivo"
"confianza",3,2.2,2.8,0,1.0954,0.4472,"sustantivo"
"brillo",2.8,2.4,3,0.4472,0.8944,0,"sustantivo"
"representante",2.2,2.2,2.6,0.4472,0.8367,0.5477,"sustantivo"
"ascender",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"concluir",1.8,2.6,2.4,0.8367,0.8944,0.8944,"verbo"
"cigarrillo",2,1.8,3,1,0.8367,0,"sustantivo"
"latino",2.4,1.8,3,0.8944,0.4472,0,"adjetivo"
"presentación",2.4,2.8,2.8,0.5477,0.4472,0.4472,"sustantivo"
"transportar",2,3,3,0,0,0,"verbo"
"centrar",2.4,2.8,2.6,0.5477,0.4472,0.5477,"verbo"
"capturar",2.2,3,3,0.8367,0,0,"verbo"
"medalla",3,2.6,3,0,0.5477,0,"sustantivo"
"análisis",2.8,3,2.4,0.4472,0,0.8944,"sustantivo"
"acceder",3,3,2.6,0,0,0.5477,"verbo"
"carro",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"dimensión",2.4,1.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"arquitecto",2.2,2.6,3,0.4472,0.5477,0,"sustantivo"
"cruel",1,3,2.8,0,0,0.4472,"adjetivo"
"leche",2.2,2,3,0.4472,0.7071,0,"sustantivo"
"colaborar",2.8,3,3,0.4472,0,0,"verbo"
"salida",2.4,1.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"internet",2.4,2.4,3,0.5477,0.5477,0,"sustantivo"
"cueva",2,1.6,3,0.7071,0.5477,0,"sustantivo"
"sustituir",1.8,3,2.4,0.4472,0,0.8944,"verbo"
"pronunciar",2,2.6,2.6,0,0.5477,0.5477,"verbo"
"provincial",2.2,2,2.4,0.4472,0,0.8944,"adjetivo"
"copar",2.2,2.8,2.2,0.4472,0.4472,1.0954,"verbo"
"olímpico",3,2.4,3,0,0.8944,0,"adjetivo"
"trato",2,2.8,2,0,0.4472,1,"sustantivo"
"ceder",2,2.6,2.6,0,0.8944,0.8944,"verbo"
"registro",2,2,2.6,0,0.7071,0.5477,"sustantivo"
"sacerdote",2.2,2.6,2.6,0.4472,0.8944,0.5477,"sustantivo"
"gonzález",2,2,2,0,0,0.7071,"sustantivo"
"jamar",2,2.2,1.6,0,0.8367,0.8944,"verbo"
"héroe",2.8,2.6,3,0.4472,0.8944,0,"sustantivo"
"originalmente",2.2,1.8,2.2,0.4472,0.4472,1.0954,"adverbio"
"carretera",2.4,1.6,3,0.5477,0.8944,0,"sustantivo"
"elaborar",2.6,3,2.6,0.5477,0,0.8944,"verbo"
"fabricar",2.8,3,3,0.4472,0,0,"verbo"
"reemplazar",2.2,3,2.8,0.4472,0,0.4472,"verbo"
"acudir",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"dama",2.8,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"copia",1.8,1.8,2.4,0.4472,0.4472,0.5477,"sustantivo"
"eco",2.2,2,2.6,0.8367,0.7071,0.5477,"sustantivo"
"cerveza",2.4,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"asamblea",2.2,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"alegre",3,2.4,2.8,0,0.5477,0.4472,"adjetivo"
"poderoso",2.4,2.8,2.8,0.5477,0.4472,0.4472,"adjetivo"
"normalmente",2.2,2,1.6,0.4472,0,0.8944,"adverbio"
"espera",2,1.6,2.2,0.7071,0.8944,0.8367,"sustantivo"
"banco",2.4,1.4,2.6,0.5477,0.5477,0.5477,"sustantivo"
"vacío",1.6,1.8,2.6,0.5477,0.8367,0.5477,"adjetivo"
"lindo",2.8,2.2,2.8,0.4472,0.8367,0.4472,"adjetivo"
"alianza",2.6,2.4,2.8,0.5477,0.8944,0.4472,"sustantivo"
"violencia",1,3,2.8,0,0,0.4472,"sustantivo"
"cementerio",1.2,1.2,2.6,0.4472,0.4472,0.5477,"sustantivo"
"equivocar",1.6,3,2.6,0.5477,0,0.5477,"verbo"
"cañón",1.6,2.8,2.8,0.5477,0.4472,0.4472,"sustantivo"
"entidad",2,2.4,1.8,0.7071,0.5477,1.0954,"sustantivo"
"pequeño",2.8,1.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"apretar",1.8,2.8,2.4,0.8367,0.4472,0.8944,"verbo"
"fenómeno",3,2.8,2.8,0,0.4472,0.4472,"sustantivo"
"bañar",2.6,2.8,3,0.5477,0.4472,0,"verbo"
"descanso",3,1.4,3,0,0.8944,0,"sustantivo"
"pantalón",2.2,2.4,3,0.8367,0.5477,0,"sustantivo"
"concentrar",3,3,2.2,0,0,1.0954,"verbo"
"interesante",3,2.8,2.2,0,0.4472,1.0954,"adjetivo"
"logro",3,2.8,2.4,0,0.4472,0.8944,"sustantivo"
"rural",2.6,2.2,2.8,0.5477,0.4472,0.4472,"adjetivo"
"disponible",2.6,2.2,2.6,0.5477,0.8367,0.8944,"adjetivo"
"muestra",2,1.8,2.6,0.7071,0.4472,0.5477,"sustantivo"
"descender",2.4,2.8,2.6,0.5477,0.4472,0.8944,"verbo"
"desesperar",1.4,2.2,2.6,0.5477,0.8367,0.5477,"verbo"
"clavar",2,2.8,3,0.7071,0.4472,0,"verbo"
"arrojar",2.2,2.8,2.8,0.8367,0.4472,0.4472,"verbo"
"acontecimiento",2.6,2.2,2.2,0.5477,0.8367,0.8367,"sustantivo"
"conectar",2.6,3,2.6,0.5477,0,0.8944,"verbo"
"informar",2.6,3,2.8,0.5477,0,0.4472,"verbo"
"cultivo",2.5,2.3333,2.8333,0.8367,0.8165,0.4082,"sustantivo"
"conocido",2,2,2.4,0,0.7071,0.5477,"sustantivo"
"fila",1.8,1.2,2.6,0.4472,0.4472,0.8944,"sustantivo"
"agradecer",2.8,3,3,0.4472,0,0,"verbo"
"secar",2,2.2,2.8,0,0.8367,0.4472,"verbo"
"apuntar",2,2.6,2.4,0.7071,0.5477,0.8944,"verbo"
"agente",1.8,2.4,2,0.8367,0.5477,0.7071,"sustantivo"
"practicar",2.4,3,2.6,0.5477,0,0.5477,"verbo"
"proyectar",2.8,2.4,2.8,0.4472,0.8944,0.4472,"verbo"
"hierro",1.6,1.2,3,0.5477,0.4472,0,"sustantivo"
"criatura",2.6,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"cadáver",1.4,1,3,0.5477,0,0,"sustantivo"
"competencia",1.6,2.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"mancha",1.4,1.4,3,0.5477,0.8944,0,"sustantivo"
"alba",2.6,1.2,2.2,0.5477,0.4472,0.8367,"sustantivo"
"someter",1,3,2.4,0,0,0.5477,"verbo"
"transcurrir",2.2,1.4,2,0.4472,0.5477,0,"verbo"
"atender",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"asesinato",1,2.6,2.8,0,0.8944,0.4472,"sustantivo"
"fábrica",2,2.2,2.8,0,0.8367,0.4472,"sustantivo"
"otoño",2.6,1.4,3,0.5477,0.5477,0,"sustantivo"
"rodar",2.2,2.8,3,0.4472,0.4472,0,"verbo"
"organismo",2,2.6,2,0,0.5477,1,"sustantivo"
"ingeniero",2.2,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"electrónico",2.2,2.2,2.6,0.4472,0.8367,0.5477,"adjetivo"
"imaginación",3,2.2,1.8,0,1.0954,0.8367,"sustantivo"
"juez",1.8,2.6,3,0.8367,0.8944,0,"sustantivo"
"cristiano",2.6,2.2,2.6,0.5477,0.8367,0.8944,"adjetivo"
"localización",2,1.8,2,0,0.4472,0.7071,"sustantivo"
"vientre",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"vicepresidente",2.2,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"umbral",1.8,1.4,1.6,0.4472,0.5477,0.8944,"sustantivo"
"encabezar",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"mapa",2,1.2,3,0,0.4472,0,"sustantivo"
"anual",1.8,1.8,2.2,0.4472,0.8367,0.4472,"adjetivo"
"rodilla",2.2,2.2,3,0.4472,0.8367,0,"sustantivo"
"dificultad",1.6,2.4,2.4,0.5477,0.8944,0.5477,"sustantivo"
"reciente",2,2.2,1.8,0,0.8367,0.4472,"adjetivo"
"curiosidad",2.6,2.6,2,0.5477,0.5477,0,"sustantivo"
"únicamente",2,1.8,2,0,0.4472,0.7071,"adverbio"
"órgano",2,2.2,2.6,0,0.4472,0.8944,"sustantivo"
"plato",2.4,2,3,0.5477,0.7071,0,"sustantivo"
"prensa",2.2,2.6,2.4,0.4472,0.5477,0.5477,"sustantivo"
"interrumpir",1.4,3,2.6,0.5477,0,0.5477,"verbo"
"ciudadano",2.6,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"calma",3,1.4,3,0,0.8944,0,"sustantivo"
"ópera",3,2.6,3,0,0.8944,0,"sustantivo"
"formato",2,1.6,1.8,0,0.5477,0.8367,"sustantivo"
"sugerir",2.4,3,2,0.5477,0,0.7071,"verbo"
"figurar",2,2.4,1.2,0.7071,0.8944,0.4472,"verbo"
"borde",2,2,2.6667,0,0.8944,0.5164,"sustantivo"
"experimentar",2.6667,3,2.5,0.5164,0,0.8367,"verbo"
"débil",1.4,1.4,2.6,0.5477,0.5477,0.5477,"adjetivo"
"enseñanza",2.8,3,3,0.4472,0,0,"sustantivo"
"ignorar",1.6,2.6,2,0.5477,0.5477,0.7071,"verbo"
"portar",2,2.4,2,0.7071,0.8944,1,"verbo"
"tabla",2.2,1.6,2.8,0.4472,0.8944,0.4472,"sustantivo"
"perdón",2.8,3,2.2,0.4472,0,1.0954,"sustantivo"
"sumar",2.4,3,3,0.5477,0,0,"verbo"
"excepción",2.2,2.6,1.6,0.4472,0.5477,0.8944,"sustantivo"
"aprobar",3,3,2.6,0,0,0.5477,"verbo"
"continuación",2.2,2.4,1.8,0.4472,0.8944,1.0954,"sustantivo"
"sudor",1.2,2.4,3,0.4472,0.8944,0,"sustantivo"
"fiel",2.8,2.8,2.6,0.4472,0.4472,0.5477,"adjetivo"
"contrario",2.2,2.4,2.4,0.4472,0.5477,0.8944,"adjetivo"
"tribu",2.4,2.4,3,0.5477,0.5477,0,"sustantivo"
"traje",2.2,1.6,3,0.4472,0.5477,0,"sustantivo"
"dulzura",3,2,2.8,0,1,0.4472,"sustantivo"
"nocturno",2.6,2,2.8,0.5477,0.7071,0.4472,"adjetivo"
"múltiple",2.2,2.2,2.2,0.4472,0.4472,0.8367,"adjetivo"
"confiar",3,2.6,2,0,0.8944,1,"verbo"
"cometer",1.8,2.6,1.2,0.4472,0.8944,0.4472,"verbo"
"sufrimiento",1.2,2.2,2.4,0.4472,1.0954,0.8944,"sustantivo"
"asociar",2.2,2.6,2.6,0.4472,0.8944,0.5477,"verbo"
"combatir",1.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"capa",2.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"paseo",3,2.6,3,0,0.5477,0,"sustantivo"
"agricultura",2.4,2.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"lectura",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"rendir",2,2.2,2.6,0.7071,1.0954,0.5477,"verbo"
"coordenado",2,2,1.8,0,0,0.8367,"adjetivo"
"cuidado",2.6,3,2.6,0.5477,0,0.8944,"sustantivo"
"nieve",2.6,2.2,3,0.5477,1.0954,0,"sustantivo"
"clasificación",2,2.6,2.6,0,0.8944,0.8944,"sustantivo"
"preciso",2.2,2,2.6,0.4472,0,0.8944,"adjetivo"
"celular",2,2,2.2,0,0.7071,0.8367,"adjetivo"
"nieto",2.8,2,3,0.4472,1,0,"sustantivo"
"vena",1.8,1.6,3,0.4472,0.5477,0,"sustantivo"
"piano",2.8,2.2,3,0.4472,1.0954,0,"sustantivo"
"pasear",3,3,3,0,0,0,"verbo"
"ámbito",2,1.8,1.8,0,0.4472,0.8367,"sustantivo"
"debut",2.6,3,2.4,0.5477,0,0.8944,"sustantivo"
"avenir",2.6,2.8,2,0.5477,0.4472,1,"verbo"
"identidad",2,2,2,0,0.7071,1,"sustantivo"
"colaboración",3,3,2.4,0,0,0.5477,"sustantivo"
"medicina",2.4,2.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"exigir",1.6,3,2.6,0.8944,0,0.5477,"verbo"
"venta",1.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"denominación",2,2.2,1.8,0,0.4472,0.4472,"sustantivo"
"temprano",2.4,2.4,2.4,0.5477,0.5477,0.5477,"adverbio"
"recostar",2.4,2,2.4,0.8944,1,0.8944,"verbo"
"infraestructura",2.4,1.8,2.6,0.5477,0.8367,0.8944,"sustantivo"
"peligroso",1.6,2.8,2.6,0.8944,0.4472,0.5477,"adjetivo"
"fundamental",2.6,2.2,2.2,0.5477,0.8367,1.0954,"adjetivo"
"lobo",2,2.2,3,0.7071,0.8367,0,"sustantivo"
"médico",2.6,2.6,3,0.5477,0.5477,0,"sustantivo"
"península",2.2,1.4,2.8,0.4472,0.5477,0.4472,"sustantivo"
"perdonar",2.6,3,3,0.8944,0,0,"verbo"
"fijamente",2.2,3,2.2,0.4472,0,0.8367,"adverbio"
"mio",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"promedio",2.2,2,2.6,0.4472,0,0.5477,"sustantivo"
"evolución",2.8,2.8,2,0.4472,0.4472,0.7071,"sustantivo"
"estatua",2.2,1.2,3,0.4472,0.4472,0,"sustantivo"
"coalición",1.4,2.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"tribunal",1.4,2.4,2.4,0.5477,0.5477,0.8944,"sustantivo"
"llover",2.4,3,3,0.5477,0,0,"verbo"
"potencia",2.6,2.4,2.2,0.5477,0.5477,0.8367,"sustantivo"
"seguramente",2.6,1.8,2,0.5477,0.8367,0.7071,"adverbio"
"comportamiento",2.2,2.6,2.4,0.4472,0.5477,0.8944,"sustantivo"
"invasión",1.8,3,2.8,0.8367,0,0.4472,"sustantivo"
"valle",2.8,1.2,3,0.4472,0.4472,0,"sustantivo"
"noreste",2,1.6,2.2,0,0.5477,0.8367,"sustantivo"
"cuadrar",1.8,2.6,1.2,0.4472,0.5477,0.4472,"verbo"
"asesino",1.2,3,2.4,0.4472,0,0.8944,"sustantivo"
"brotar",2.2,3,2.4,0.8367,0,0.8944,"verbo"
"infinito",2.4,1.4,2,0.5477,0.5477,1,"sustantivo"
"camisa",2.2,1.4,3,0.4472,0.5477,0,"sustantivo"
"semilla",2.6,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"respeto",3,2.2,2.4,0,0.8367,0.5477,"sustantivo"
"fotografía",2.6,1.6,3,0.5477,0.8944,0,"sustantivo"
"pesar",1.4,1.4,2.2,0.5477,0.8944,1.0954,"sustantivo"
"distribuir",2,2.6,2.4,0,0.5477,0.5477,"verbo"
"indio",2,1.4,2.4,0,0.5477,0.5477,"sustantivo"
"alcohol",2.2,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"taller",2.2,2,3,0.4472,1,0,"sustantivo"
"proceder",2,2.6,2,0.7071,0.8944,1,"verbo"
"presa",1.4,1.6,2.8,0.5477,0.8944,0.4472,"sustantivo"
"onda",3,2.4,2.8,0,0.5477,0.4472,"sustantivo"
"pelear",1.4,3,2.8,0.5477,0,0.4472,"verbo"
"prácticamente",2.4,2.2,2.2,0.5477,0.4472,0.8367,"adverbio"
"correcto",2.8,2.2,2.6,0.4472,0.8367,0.5477,"adjetivo"
"retablo",2,1.6,1.8,0,0.5477,0.8367,"sustantivo"
"existente",2.2,2.2,2.6,0.4472,0.4472,0.5477,"adjetivo"
"aguardar",1.4,1.2,2.4,0.5477,0.4472,0.8944,"verbo"
"mojar",2.2,3,2.8,0.4472,0,0.4472,"verbo"
"fijo",2,1.4,2.2,0,0.5477,0.4472,"adjetivo"
"recorrido",2.2,2.4,2.6,0.4472,0.8944,0.5477,"sustantivo"
"arco",2.4,2,2.8,0.5477,0.7071,0.4472,"sustantivo"
"mental",2.6,2.4,2.2,0.5477,0.8944,0.8367,"adjetivo"
"televisivo",1.8,2.2,2.6,0.4472,0.8367,0.5477,"adjetivo"
"tesoro",3,1.4,2.6,0,0.5477,0.5477,"sustantivo"
"ciclo",2,2.6,2.6,0,0.8944,0.5477,"sustantivo"
"murmurar",1.4,3,2.8,0.5477,0,0.4472,"verbo"
"oler",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"responsabilidad",2.2,2.6,2.6,0.4472,0.5477,0.5477,"sustantivo"
"historiador",1.8,2.2,2.4,0.4472,0.4472,0.5477,"sustantivo"
"abogado",2,2.8,2.6,0.7071,0.4472,0.5477,"sustantivo"
"corriente",1.8,2.6,2.6,0.4472,0.8944,0.5477,"sustantivo"
"respiración",2.6,3,3,0.5477,0,0,"sustantivo"
"you",2.4,2.4,2.6,0.5477,0.5477,0.5477,"sustantivo"
"concurso",2.4,2.8,2.4,0.5477,0.4472,0.5477,"sustantivo"
"amarillo",2.4,2.2,3,0.8944,0.8367,0,"adjetivo"
"científico",2.8,2.8,2.8,0.4472,0.4472,0.4472,"adjetivo"
"eternidad",2.4,1.6,2.2,0.5477,0.5477,1.0954,"sustantivo"
"mariposa",2.6,2.4,3,0.8944,0.8944,0,"sustantivo"
"anillo",2.2,1.4,2.8,0.8367,0.5477,0.4472,"sustantivo"
"baile",3,3,3,0,0,0,"sustantivo"
"limpio",3,2.2,3,0,0.8367,0,"adjetivo"
"humano",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"calmar",3,2.6,3,0,0.8944,0,"verbo"
"individual",2,2.4,2.2,0,0.5477,0.8367,"adjetivo"
"orgullo",2.2,2.8,2.8,0.8367,0.4472,0.4472,"sustantivo"
"altitud",2,1.8,2.2,0,0.8367,0.8367,"sustantivo"
"apariencia",2.4,1.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"definitivamente",2,2,2.4,0,1,0.5477,"adverbio"
"reserva",2.2,1.6,2.4,0.4472,0.5477,0.8944,"sustantivo"
"extenso",2,1.6,2.2,0.7071,0.5477,1.0954,"adjetivo"
"huevo",2.2,2,2.8,0.8367,0,0.4472,"sustantivo"
"adecuar",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"escultura",2.8333,1.6667,3,0.4082,0.8165,0,"sustantivo"
"cesar",2,2.6667,2.8333,0.8944,0.5164,0.4082,"verbo"
"trono",1.8,1.8,2.6,0.8367,0.8367,0.5477,"sustantivo"
"comité",1.8,2,2.8,0.8367,0.7071,0.4472,"sustantivo"
"acusar",1.4,2.4,2.8,0.5477,0.8944,0.4472,"verbo"
"gestión",1.8,2.2,2.6,0.8367,0.8367,0.5477,"sustantivo"
"selva",3,2.6,2.6,0,0.5477,0.8944,"sustantivo"
"bahía",3,1.8,2.8,0,0.8367,0.4472,"sustantivo"
"estrellar",1.8,3,3,0.8367,0,0,"verbo"
"solicitar",2.4,2.6,2.2,0.5477,0.5477,0.8367,"verbo"
"nba",2,2,2.2,0,0,0.8367,"verbo"
"terror",1.4,2.8,2.6,0.8944,0.4472,0.5477,"sustantivo"
"brindar",3,3,3,0,0,0,"verbo"
"grabado",2.6,1.8,3,0.5477,0.4472,0,"sustantivo"
"tratado",2.2,2,2.4,0.4472,0,0.5477,"sustantivo"
"triunfo",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"fundador",2,2.8,2.4,0,0.4472,0.8944,"sustantivo"
"sangrar",1.2,2.2,3,0.4472,0.8367,0,"verbo"
"entrenador",2.2,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"sagrado",2.2,1.8,1.8,0.8367,0.8367,0.8367,"adjetivo"
"crimen",1,2.2,2.2,0,0.8367,0.8367,"sustantivo"
"national",2.2,2.2,2,0.4472,0.4472,0.7071,"adjetivo"
"promover",2.6,2.6,2.2,0.5477,0.5477,0.8367,"verbo"
"conquista",2.6,2.4,2.6,0.8944,0.8944,0.8944,"sustantivo"
"oreja",2.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"prisión",1.2,1.8,2,0.4472,0.8367,1,"sustantivo"
"sendero",3,2.4,3,0,0.8944,0,"sustantivo"
"virgen",2.4,2.2,2.2,0.5477,0.4472,0.4472,"sustantivo"
"resistir",2.2,2.6,2.4,0.8367,0.5477,0.8944,"verbo"
"tambien",2.8,2.6,2.2,0.4472,0.5477,0.4472,"adverbio"
"crítica",2.4,2.8,2.2,0.5477,0.4472,0.8367,"sustantivo"
"arroyo",3,2.6,3,0,0.8944,0,"sustantivo"
"justo",2.6,2.6,2.6,0.5477,0.5477,0.5477,"adverbio"
"traducir",2.4,2.2,2.6,0.5477,0.8367,0.5477,"verbo"
"vaciar",1.8,2.2,2.2,0.4472,0.8367,0.8367,"verbo"
"agarrar",2.2,2.4,2.6,0.4472,0.8944,0.5477,"verbo"
"adentro",2.4,1.6,2.8,0.5477,0.5477,0.4472,"adverbio"
"porqué",2,2,2,0,0,0.7071,"sustantivo"
"permanente",2,2.6,1.8,0.7071,0.5477,0.8367,"adjetivo"
"reclamar",1.2,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"oficialmente",2,2.2,2,0,0.4472,0.7071,"adverbio"
"abismo",1.4,1.4,2.2,0.5477,0.8944,1.0954,"sustantivo"
"oposición",1.6,2.8,2.6,0.5477,0.4472,0.5477,"sustantivo"
"ahogar",1,3,2.8,0,0,0.4472,"verbo"
"competición",2.4,3,3,0.5477,0,0,"sustantivo"
"futuro",2.8,2.8,1.6,0.4472,0.4472,0.8944,"adjetivo"
"militar",1.8,2.6,2.6,0.4472,0.5477,0.5477,"verbo"
"característico",2,1.6,2,0,0.5477,0.7071,"adjetivo"
"democrático",2.6,2.4,2.6,0.5477,0.5477,0.5477,"adjetivo"
"freír",1.8,2.8,3,0.4472,0.4472,0,"verbo"
"puta",1.6,2.8,2.4,0.8944,0.4472,0.8944,"sustantivo"
"electoral",1.8,2.8,2.8,0.4472,0.4472,0.4472,"adjetivo"
"delgado",2.4,2.2,2.6,0.5477,0.4472,0.5477,"adjetivo"
"aldea",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"albergar",2.6,2.8,2.6,0.5477,0.4472,0.5477,"verbo"
"lector",3,2.8,3,0,0.4472,0,"sustantivo"
"poblar",2.2,2.8,2.6,0.4472,0.4472,0.5477,"verbo"
"extranjero",2.2,2,2.6,0.4472,0,0.5477,"sustantivo"
"virtud",2.8,2.2,2.6,0.4472,0.4472,0.5477,"sustantivo"
"virgen",1.8,1.8,2.6,0.4472,0.4472,0.5477,"adjetivo"
"adulto",2.2,2.2,2.8,0.4472,0.4472,0.4472,"sustantivo"
"pesadilla",1.2,2.4,2.4,0.4472,0.8944,0.8944,"sustantivo"
"multitud",1.2,2.6,3,0.4472,0.5477,0,"sustantivo"
"dorar",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"jurar",1.8,2.6,2.4,0.4472,0.5477,0.5477,"verbo"
"previo",2,2,2,0,0,0,"adjetivo"
"inteligencia",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"herramienta",2.4,2.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"contrario",2,2.2,2,0.7071,0.4472,0.7071,"sustantivo"
"apertura",2.2,2.2,2.4,0.4472,0.4472,0.5477,"sustantivo"
"aliado",2.8,2.2,2.4,0.4472,0.8367,0.5477,"sustantivo"
"lavar",2.8,3,3,0.4472,0,0,"verbo"
"presidencia",2,2.6,2.8,0.7071,0.5477,0.4472,"sustantivo"
"programar",2.8,2.8,2.8,0.4472,0.4472,0.4472,"verbo"
"cantante",2.4,2.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"pago",2.2,2.2,2.8,0.8367,0.8367,0.4472,"sustantivo"
"primario",2.4,2.4,2,0.5477,0.5477,0.7071,"adjetivo"
"gozar",3,2.8,2.8,0,0.4472,0.4472,"verbo"
