"palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"ordenar",2,3,3,0.7071,0,0,"verbo"
"residir",2,2.6,2.8,0.7071,0.5477,0.4472,"verbo"
"selección",2,2.4,2.8,0.7071,0.8944,0.4472,"sustantivo"
"fácil",2,1.8,2.8,0.7071,0.4472,0.4472,"adjetivo"
"ministro",1.8,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"dueño",2.2,2.6,3,0.8367,0.5477,0,"sustantivo"
"tropa",2,2.6,3,0.7071,0.8944,0,"sustantivo"
"propiedad",2.6,2,3,0.5477,0.7071,0,"sustantivo"
"ruta",2.4,2.2,3,0.5477,0.8367,0,"sustantivo"
"defensa",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"actor",2.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"reunir",2.6,3,3,0.5477,0,0,"verbo"
"despedir",2.2,2.6,2.8,0.8367,0.5477,0.4472,"verbo"
"trasladar",2.6,3,2.8,0.5477,0,0.4472,"verbo"
"bailar",2.2,3,3,0.8367,0,0,"verbo"
"enfermedad",1.2,2,2.8,0.4472,1,0.4472,"sustantivo"
"entrada",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"firme",2.8,2.2,2.6,0.4472,0.4472,0.5477,"adjetivo"
"anunciar",2.6,2.6,2.8,0.5477,0.5477,0.4472,"verbo"
"busca",2.2,2.6,2.6,0.4472,0.5477,0.8944,"sustantivo"
"causa",2.4,2.4,2.2,0.5477,0.5477,0.8367,"sustantivo"
"atacar",1.4,3,3,0.5477,0,0,"verbo"
"muerto",1.4,1.4,3,0.5477,0.5477,0,"sustantivo"
"pareja",2.8,2.4,3,0.4472,0.8944,0,"sustantivo"
"comercial",2.2,2.2,2.6,0.4472,0.4472,0.5477,"adjetivo"
"visitar",3,3,3,0,0,0,"verbo"
"tirar",1.8,2.6,2.8,0.4472,0.8944,0.4472,"verbo"
"relacionar",2.6,2.8,2.6,0.5477,0.4472,0.8944,"verbo"
"cabello",2.6,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"artista",2.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"espíritu",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"invitar",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"local",2.2,1.8,2.6,0.4472,0.8367,0.5477,"sustantivo"
"firmar",2.2,3,2.8,0.4472,0,0.4472,"verbo"
"teoría",2.6,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"invierno",2.4,1.8,3,0.5477,0.8367,0,"sustantivo"
"objetivo",2.2,2.4,2.6,0.4472,0.5477,0.8944,"sustantivo"
"puente",2.6,1.4,3,0.5477,0.8944,0,"sustantivo"
"lentamente",2,2.4,2.8,0,0.5477,0.4472,"adverbio"
"imposible",1.6,2,2.8,0.8944,0.7071,0.4472,"adjetivo"
"sostener",2,2.8,2.6,0.7071,0.4472,0.5477,"verbo"
"mercado",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"transformar",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"cadena",1.2,2,3,0.4472,0.7071,0,"sustantivo"
"personal",2.6,2.4,2.8,0.5477,0.5477,0.4472,"adjetivo"
"serio",2.2,1.8,2.8,0.4472,0.4472,0.4472,"adjetivo"
"conocimiento",3,2.4,3,0,0.8944,0,"sustantivo"
"planeta",3,2.4,3,0,0.8944,0,"sustantivo"
"solamente",1.8,2,2.2,0.4472,0,0.8367,"adverbio"
"comunicación",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"etapa",2.2,2.4,2.6,0.8367,0.5477,0.5477,"sustantivo"
"integrar",2.4,2.8,2.8,0.8944,0.4472,0.4472,"verbo"
"marca",2,2.6,2.8,0.7071,0.5477,0.4472,"sustantivo"
"categoría",2,2.2,2.4,0,0.4472,0.5477,"sustantivo"
"longitud",2,2,2.4,0,0,0.5477,"sustantivo"
"peor",1.4,2.2,2.2,0.5477,0.4472,0.8367,"adjetivo"
"campaña",2.2,2.6,2.2,0.4472,0.5477,0.8367,"sustantivo"
"moderno",2.4,2.4,3,0.5477,0.5477,0,"adjetivo"
"colegio",3,2.8,3,0,0.4472,0,"sustantivo"
"vuelo",3,2.6,3,0,0.5477,0,"sustantivo"
"grabar",2.2,2.6,2.6,0.4472,0.5477,0.5477,"verbo"
"echar",1.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"asomar",2.4,2.4,2.6,0.5477,0.8944,0.5477,"verbo"
"instituto",2.4,2.2,2.6,0.5477,0.8367,0.5477,"sustantivo"
"girar",2.6,3,2.8,0.5477,0,0.4472,"verbo"
"novio",2.8,2.4,2.6,0.4472,0.8944,0.5477,"sustantivo"
"apoyo",3,3,2.6,0,0,0.5477,"sustantivo"
"tío",3,2,3,0,0.7071,0,"sustantivo"
"preferir",2.6,2.6,2.4,0.5477,0.5477,0.8944,"verbo"
"tamaño",2,1.8,2.6,0,0.4472,0.5477,"sustantivo"
"emplear",2.4,3,2.6,0.5477,0,0.5477,"verbo"
"periodo",2,2,2.4,0,0,0.8944,"sustantivo"
"nave",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"material",2.2,1.6,2.6,0.4472,0.5477,0.5477,"sustantivo"
"esfuerzo",2.6,3,3,0.5477,0,0,"sustantivo"
"amplio",2.8,1.8,3,0.4472,0.8367,0,"adjetivo"
"adquirir",2.2,2.6,2.8,0.4472,0.8944,0.4472,"verbo"
"tren",2.4,2,3,0.5477,1,0,"sustantivo"
"error",1.2,2.4,2.4,0.4472,0.8944,0.8944,"sustantivo"
"secreto",1.8,2.6,2.2,0.4472,0.5477,1.0954,"sustantivo"
"universo",2.6,2.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"desconocer",1.4,1.6,1.6,0.5477,0.8944,0.8944,"verbo"
"federación",2,2.2,2,0,0.4472,0.7071,"sustantivo"
"cuello",2.6,2.2,3,0.5477,0.4472,0,"sustantivo"
"pintura",2.6,2.4,3,0.5477,0.5477,0,"sustantivo"
"elevar",2.8,3,3,0.4472,0,0,"verbo"
"ilusión",2.6,2.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"grado",2,2,1.8,0,0,0.4472,"sustantivo"
"palacio",2.8,1.6,3,0.4472,0.5477,0,"sustantivo"
"cámara",2.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"ruido",1.4,2.6,3,0.8944,0.8944,0,"sustantivo"
"listo",2.8,2.8,2.4,0.4472,0.4472,0.8944,"adjetivo"
"economía",2,2.8,2,0,0.4472,1,"sustantivo"
"actualidad",2,2.8,2.2,0,0.4472,0.8367,"sustantivo"
"proponer",2.6,3,2.4,0.5477,0,0.8944,"verbo"
"poesía",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"kilómetro",2,2.4,2.8,0,0.5477,0.4472,"sustantivo"
"callar",2,1.8,2.8,0.7071,1.0954,0.4472,"verbo"
"enseñar",3,3,3,0,0,0,"verbo"
"público",2.2,2.2,3,0.4472,0.8367,0,"sustantivo"
"sede",2,1.6,2.8,0,0.5477,0.4472,"sustantivo"
"aumentar",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"sorprender",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"cuidar",2.8,3,3,0.4472,0,0,"verbo"
"hospital",1.8,2.6,3,0.4472,0.5477,0,"sustantivo"
"ausencia",1.2,1.4,2.8,0.4472,0.8944,0.4472,"sustantivo"
"doler",1.2,2.4,3,0.4472,0.5477,0,"verbo"
"posterior",2,2,2.2,0,0,0.8367,"adjetivo"
"llanto",1.4,2.6,3,0.5477,0.8944,0,"sustantivo"
"cápita",2,1.6,2.2,0,0.5477,0.8367,"sustantivo"
"respirar",2.6,3,3,0.5477,0,0,"verbo"
"marchar",1.8,3,3,0.8367,0,0,"verbo"
"noticia",2,2,2.8,0,1,0.4472,"sustantivo"
"frase",2.2,1.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"próximo",2.2,1.6,2.2,0.4472,0.5477,1.0954,"adjetivo"
"aproximadamente",2,1.8,2.2,0,0.4472,0.8367,"adverbio"
"costar",2,1.8,2.2,0.7071,0.8367,0.8367,"verbo"
"inicio",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"izquierdo",2.2,2.2,2.4,0.4472,0.4472,0.8944,"adjetivo"
"autoridad",2.2,3,3,0.8367,0,0,"sustantivo"
"vino",2.8,2,3,0.4472,0.7071,0,"sustantivo"
"recuperar",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"protagonizar",2.4,3,2.8,0.5477,0,0.4472,"verbo"
"comienzo",2.4,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"influencia",2.4,2.8,2.6,0.5477,0.4472,0.5477,"sustantivo"
"rápidamente",2.2,2.6,2.8,0.4472,0.5477,0.4472,"adverbio"
"habitar",2.4,2.4,2.6,0.5477,0.8944,0.5477,"verbo"
"deportivo",2.6,3,3,0.5477,0,0,"adjetivo"
"nación",2.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"avión",2.6,2.6,3,0.5477,0.8944,0,"sustantivo"
"tranquilo",3,2,3,0,1,0,"adjetivo"
"expresión",2.2,2.6,2.4,0.4472,0.5477,0.5477,"sustantivo"
"raro",2.4,2,2.6,0.8944,0.7071,0.5477,"adjetivo"
"debajo",1.8,1.6,2.8,0.4472,0.5477,0.4472,"adverbio"
"reducir",1.6,2.8,2.2,0.5477,0.4472,0.8367,"verbo"
"diseño",2.6,2.6,2.4,0.8944,0.5477,0.8944,"sustantivo"
"festival",2.8,3,3,0.4472,0,0,"sustantivo"
"azul",2.8,2.2,3,0.4472,0.4472,0,"adjetivo"
"tradicional",2.4,1.8,3,0.5477,0.8367,0,"adjetivo"
"adelante",2.4,2.2,3,0.5477,0.8367,0,"adverbio"
"cargar",1.6,2.6,3,0.5477,0.5477,0,"verbo"
"directo",2.6,2.8,2.8,0.5477,0.4472,0.4472,"adjetivo"
"proteger",2.8,3,2.8,0.4472,0,0.4472,"verbo"
"pobre",1.4,1.8,2.8,0.5477,0.8367,0.4472,"adjetivo"
"placer",3,2.2,3,0,0.8367,0,"sustantivo"
"reloj",1.8,2.2,3,0.4472,0.4472,0,"sustantivo"
"caricia",3,3,3,0,0,0,"sustantivo"
"motor",2.2,2.8,3,0.4472,0.4472,0,"sustantivo"
"doctor",2.2,2.2,3,0.4472,0.4472,0,"sustantivo"
"presente",2.8,2.4,2.4,0.4472,0.5477,0.8944,"sustantivo"
"completamente",2.6,2.6,2.6,0.5477,0.5477,0.8944,"adverbio"
"página",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"playa",2.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"robar",1,2.8,3,0,0.4472,0,"verbo"
"señalar",1.8,2.8,3,0.4472,0.4472,0,"verbo"
"totalmente",2.2,1.8,1.8,0.4472,0.4472,0.8367,"adverbio"
"vacío",1.8,1.6,2.6,0.8367,0.5477,0.8944,"sustantivo"
"incorporar",2.8,2.8,2.2,0.4472,0.4472,1.0954,"verbo"
"matrimonio",2.8,2.6,3,0.4472,0.5477,0,"sustantivo"
"capitán",2.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"generar",2.8,2.8,2.2,0.4472,0.4472,1.0954,"verbo"
"salvar",3,3,2.8,0,0,0.4472,"verbo"
"señal",2.6,2,3,0.5477,0.7071,0,"sustantivo"
"conducir",2.8,3,3,0.4472,0,0,"verbo"
"lago",3,2,3,0,0.7071,0,"sustantivo"
"caballo",3,3,3,0,0,0,"sustantivo"
"golpear",1.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"asi",2.2,2,1.6,0.4472,0,0.8944,"sustantivo"
"metal",2.4,1.6,2.8,0.8944,0.5477,0.4472,"sustantivo"
"líder",2.4,3,2.4,0.5477,0,0.5477,"sustantivo"
"lejano",1.6,1.6,2.6,0.5477,0.5477,0.8944,"adjetivo"
"abrazo",3,2.2,3,0,0.8367,0,"sustantivo"
"daño",1,2,2.6,0,0.7071,0.8944,"sustantivo"
"recoger",2.2,2.8,3,0.4472,0.4472,0,"verbo"
"consecuencia",1.8,2,2,0.4472,0.7071,1,"sustantivo"
"encender",2.6,3,3,0.5477,0,0,"verbo"
"costumbre",2.2,2,2.2,0.4472,0.7071,1.0954,"sustantivo"
"baño",2.6,2.2,3,0.5477,0.8367,0,"sustantivo"
"liga",2,1.8,2.2,0,0.4472,0.8367,"sustantivo"
"religioso",1.8,2,2.4,0.4472,0.7071,0.5477,"adjetivo"
"gota",2.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"dudar",1.6,1.6,1.8,0.5477,0.5477,0.8367,"verbo"
"caja",2,1.8,3,0,0.8367,0,"sustantivo"
"definir",2.6,2.6,2,0.5477,0.5477,1,"verbo"
"atravesar",2.2,2.8,2.4,0.4472,0.4472,0.5477,"verbo"
"expresar",2.8,2.8,2.6,0.4472,0.4472,0.8944,"verbo"
"medio",1.8,2,2.4,0.4472,0,0.5477,"adverbio"
"ave",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"soldado",1.4,2.6,3,0.5477,0.8944,0,"sustantivo"
"templo",2.4,2,2.6,0.5477,1,0.8944,"sustantivo"
"calidad",2.6,2.4,2,0.5477,0.5477,0.7071,"sustantivo"
"envolver",2,2.2,2.6,0,0.8367,0.5477,"verbo"
"sexo",2.8,3,3,0.4472,0,0,"sustantivo"
"clima",2.4,2,3,0.5477,0.7071,0,"sustantivo"
"idioma",2.6,2.6,2.2,0.5477,0.5477,0.8367,"sustantivo"
"torneo",2.4,3,2.8,0.5477,0,0.4472,"sustantivo"
"institución",2.2,2.4,2.2,0.4472,0.8944,1.0954,"sustantivo"
"gol",2.8,3,3,0.4472,0,0,"sustantivo"
"tradición",2.4,2.4,2.6,0.5477,0.8944,0.8944,"sustantivo"
"emitir",2.4,3,1.8,0.5477,0,0.8367,"verbo"
"independiente",2.8,2.6,2.2,0.4472,0.5477,1.0954,"adjetivo"
"puro",3,2.2,2.6,0,0.8367,0.8944,"adjetivo"
"sabor",2.6,2.2,2.4,0.5477,0.8367,0.8944,"sustantivo"
"lento",2.2,2.6,2.6,0.4472,0.5477,0.5477,"adjetivo"
"afirmar",2.6,3,2,0.5477,0,0.7071,"verbo"
"asunto",2.4,2.4,1.4,0.5477,0.5477,0.5477,"sustantivo"
"maestro",2.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"asociación",1.8,2,1.4,0.4472,0.7071,0.5477,"sustantivo"
"vencer",2.8,3,3,0.4472,0,0,"verbo"
"revolución",2.8,2.8,2.2,0.4472,0.4472,1.0954,"sustantivo"
"consistir",2.3333,2.3333,1,0.5164,0.8165,0,"verbo"
"algo",2.2,2.2,1.4,0.4472,0.4472,0.5477,"adverbio"
"final",2.2857,2.4286,2.4286,0.488,0.5345,0.7868,"adjetivo"
"descansar",3,1.5,2.625,0,0.9258,0.744,"verbo"
"funcionar",2.625,2.875,2.5,0.5175,0.3536,0.5345,"verbo"
"gusto",2.5714,2.1429,2.4286,0.5345,0.6901,0.7868,"sustantivo"
"concepto",2.375,2,1.375,0.5175,0.5345,0.5175,"sustantivo"
"temor",1.25,2.25,2.875,0.4629,1.0351,0.3536,"sustantivo"
"conciencia",2.375,2.375,1.875,0.5175,0.744,0.8345,"sustantivo"
"introducir",2.25,2.875,2.875,0.4629,0.3536,0.3536,"verbo"
"hombro",2.3,2,3,0.483,0.6667,0,"sustantivo"
"rojo",2.2,2.1,3,0.6325,0.9944,0,"sustantivo"
"fallecer",1.2,1.7,2.8,0.4216,0.8233,0.6325,"verbo"
"mamá",2.9,2.3,3,0.3162,0.6749,0,"sustantivo"
"oído",2.2,2.3,2.9,0.6325,0.483,0.3162,"sustantivo"
"geográfico",2.1818,1.9091,2.2727,0.603,0.8312,0.7862,"adjetivo"
"erar",1.7143,2.2857,1.7143,0.488,0.488,0.9512,"verbo"
"asegurar",2.4545,2.8182,1.8182,0.6876,0.603,0.8739,"verbo"
"contemplar",2.6364,1.9091,2.8182,0.5045,1.0445,0.4045,"verbo"
"esquina",2.0833,2,3,0.2887,0.4264,0,"sustantivo"
"cuanto",2.1111,2,1.6667,0.3333,0.5,0.7071,"adverbio"
"gato",2.7273,2.1818,2.9091,0.6467,0.7508,0.3015,"sustantivo"
"encargar",2.1,2.8,2.4,0.3162,0.6325,0.8433,"verbo"
"estadio",2.3333,2.1111,3,0.5,0.6009,0,"sustantivo"
"curso",2.1111,1.8889,2.7778,0.6009,0.6009,0.441,"sustantivo"
"recién",2.25,2.375,2.625,0.4629,0.5175,0.744,"adverbio"
"animar",2.7143,2.8571,2.5714,0.488,0.378,0.7868,"verbo"
"foto",2.5714,1.5714,2.8571,0.5345,0.5345,0.378,"sustantivo"
"terreno",2.2857,1.5714,3,0.488,0.7868,0,"sustantivo"
"locura",1.8571,2.8571,2.4286,0.6901,0.378,0.9759,"sustantivo"
"corte",1.6667,2,2.5,0.8165,0.8944,0.5477,"sustantivo"
"salud",2.6,1.6,2.6,0.8944,0.8944,0.5477,"sustantivo"
"auto",2,2.4,3,0,0.8944,0,"sustantivo"
"temperatura",2,2.4,2.6,0,0.8944,0.5477,"sustantivo"
"intención",2,2,1.6667,0.6325,0.8944,0.8165,"sustantivo"
"dividir",1.8333,2.5,2.3333,0.7528,0.8367,0.5164,"verbo"
"mentira",1.8333,2.3333,2.6667,0.9832,1.0328,0.8165,"sustantivo"
"desnudo",2.3333,1.8333,3,0.8165,0.9832,0,"adjetivo"
"depender",1.6,2,2.4,0.5477,1,0.5477,"verbo"
"cristal",2.4,1.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"marcha",1.8333,2.3333,2.5,0.7528,0.8165,0.8367,"sustantivo"
"tarea",2,2.3333,3,0.6325,0.8165,0,"sustantivo"
"superar",3,2.8571,2.2857,0,0.378,0.7559,"verbo"
"crítico",2.1429,2.5714,2.4286,0.6901,0.5345,0.7868,"sustantivo"
"frontera",2,1.2857,2.4286,0.8165,0.488,0.9759,"sustantivo"
"evento",2,2.7143,2,0.5774,0.488,0.5774,"sustantivo"
"apagar",1.8571,2.4286,2.5714,0.6901,0.9759,0.7868,"verbo"
"teléfono",2.125,2.125,2.75,0.3536,0.8345,0.7071,"sustantivo"
"haz",2.375,2.25,2,0.744,0.8864,0.9258,"sustantivo"
"profesional",2.375,2.25,2.25,0.5175,0.7071,0.7071,"adjetivo"
"clásico",2.625,1.625,2.125,0.744,0.9161,0.991,"adjetivo"
"tono",2.125,1.875,1.625,0.3536,0.8345,0.744,"sustantivo"
"primero",2.75,2.5,2.5,0.4629,0.5345,0.7559,"adverbio"
"controlar",1.75,3,2.25,0.7071,0,0.7071,"verbo"
"derecha",1.75,1.75,2.5,0.7071,0.8864,0.9258,"sustantivo"
"cocina",2.625,2.125,2.875,0.5175,0.8345,0.3536,"sustantivo"
"disputar",1.7778,2.7778,2,0.9718,0.441,0.7071,"verbo"
"raíz",2.2222,1.8889,2.5556,0.441,0.7817,0.7265,"sustantivo"
"seco",1.7778,1.6667,2.3333,0.6667,0.5,0.7071,"adjetivo"
"mediar",2.6667,2.7778,2,0.5,0.6667,1,"verbo"
"designar",2,2.375,2,0.5345,0.9161,0.7559,"verbo"
"gesto",2.5,2.3333,2.3333,0.5477,0.8165,0.5164,"sustantivo"
"detalle",2.6,1.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"olvido",1,1.8,2.6,0,1.0954,0.8944,"sustantivo"
"confundir",1.5,2,2.8333,0.5477,0.8944,0.4082,"verbo"
"diario",2.2857,2.1429,2.2857,0.488,0.8997,0.7559,"adjetivo"
"punta",2,2.2857,2.5714,0,0.7559,0.7868,"sustantivo"
"ambiente",2.7143,1.7143,2.4286,0.488,0.9512,0.7868,"sustantivo"
"comida",3,2,3,0,1.0954,0,"sustantivo"
"administración",2,2.1667,2.5,0,0.9832,0.5477,"sustantivo"
"recurso",2.3333,2.1667,2.3333,0.5164,0.9832,0.8165,"sustantivo"
"contacto",2.6667,2.6667,2.5,0.5164,0.8165,0.5477,"sustantivo"
"literatura",3,2.1667,3,0,0.9832,0,"sustantivo"
"guitarra",3,3,3,0,0,0,"sustantivo"
"mensaje",2.3333,2.1667,2.6667,0.5164,0.7528,0.5164,"sustantivo"
"completar",2.4286,2.5714,2.5714,0.5345,0.7868,0.5345,"verbo"
"acceso",2.1429,1.8571,2,0.378,0.6901,0.8165,"sustantivo"
"gris",1.8571,1.2857,2.8571,0.6901,0.488,0.378,"adjetivo"
"iluminar",2.7143,2.5714,2.7143,0.488,0.7868,0.7559,"verbo"
"soportar",1.25,1.75,2.375,0.4629,0.8864,0.9161,"verbo"
"igual",2.2857,2.1429,2.2857,0.488,0.378,0.7559,"adverbio"
"método",2.2857,2.2857,2,0.488,0.488,0.8165,"sustantivo"
"herir",1.1429,3,2.7143,0.378,0,0.7559,"verbo"
"aragón",2,1.6,1.8,0,0.5477,0.8367,"sustantivo"
"claro",3,1.8333,2.6667,0,0.9832,0.8165,"adverbio"
"finalizar",2.8,3,2.4,0.4472,0,0.8944,"verbo"
"rincón",2.2,2,3,0.4472,0.7071,0,"sustantivo"
"concierto",2.8333,2.5,3,0.4082,0.8367,0,"sustantivo"
"defender",2.5,2.6667,2.5,0.5477,0.8165,0.8367,"verbo"
"odiar",1,2.6667,2.1667,0,0.8165,0.7528,"verbo"
"hasta",1.8333,1.8333,1.8333,0.4082,0.4082,0.7528,"adverbio"
"masa",2.1667,1.8333,2.3333,0.7528,0.9832,1.0328,"sustantivo"
"fundación",2.5,2.5,1.8333,0.5477,0.5477,0.9832,"sustantivo"
"límite",2.1429,2.5714,2.5714,0.6901,0.5345,0.7868,"sustantivo"
"privar",1.1667,2.1667,1.8333,0.4082,0.9832,0.9832,"verbo"
"federal",2.4,2,1.6,0.5477,0.7071,0.8944,"adjetivo"
"rayo",2.2,3,3,0.8367,0,0,"sustantivo"
"congreso",2,2.4,2.4,0.7071,0.5477,0.8944,"sustantivo"
"pretender",2,2.6,1.8,0.7071,0.5477,0.8367,"verbo"
"saltar",2.8,2.8,3,0.4472,0.4472,0,"verbo"
"coleóptero",1.6,2.4,1.8,0.5477,0.5477,1.0954,"sustantivo"
"instalar",2.2,2.8,2.2,0.8367,0.4472,1.0954,"verbo"
"hueso",1.6,1.2,3,0.5477,0.4472,0,"sustantivo"
"pan",3,1.8,3,0,0.8367,0,"sustantivo"
"entero",2.2,1.8,2.2,0.4472,0.4472,0.8367,"adjetivo"
"valer",2.6,2.2,1.4,0.5477,0.8367,0.8944,"verbo"
"generalmente",2,2.2,1.6,0,0.8367,0.5477,"adverbio"
"inmediato",2,2.8,2.2,0.7071,0.4472,0.8367,"adjetivo"
"rumbo",2.4286,2.1429,2.5714,0.5345,0.6901,0.5345,"sustantivo"
"inmenso",2.6,1.6,2.8,0.5477,0.8944,0.4472,"adjetivo"
"impedir",1.2,3,2.6,0.4472,0,0.5477,"verbo"
"sorpresa",3,2.6,2.4,0,0.8944,0.8944,"sustantivo"
"extrañar",1.4,2.4,3,0.8944,0.8944,0,"verbo"
"compuesto",2,2,2,0,0,1,"sustantivo"
"estudiante",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"pleno",2.7143,2.2857,1.7143,0.488,0.7559,0.9512,"adjetivo"
"diseñar",2.4,3,2.2,0.8944,0,1.0954,"verbo"
"san",2.6,2.2,2.2,0.5477,0.8367,1.0954,"adjetivo"
"paisaje",2.8571,1.7143,2.8571,0.378,0.9512,0.378,"sustantivo"
"armar",2.5714,2.8571,2.7143,0.5345,0.378,0.488,"verbo"
"generación",2.1429,2,2.1429,0.378,0.8165,0.8997,"sustantivo"
"reflejar",2.2857,2.1429,2.8571,0.488,1.069,0.378,"verbo"
"acordar",2.8,2.2,3,0.4472,1.0954,0,"verbo"
"culpa",1,2,2.4,0,0.7071,0.8944,"sustantivo"
"medir",2,2.8333,2.6667,0,0.4082,0.5164,"verbo"
"emoción",2.8333,2.5,2.3333,0.4082,0.8367,0.8165,"sustantivo"
"morfología",2,1.6667,1.1667,0,0.5164,0.4082,"sustantivo"
"cuestión",1.8,1.8,1.6,0.4472,0.4472,0.8944,"sustantivo"
"emperador",2,2.2,2.8,1,0.8367,0.4472,"sustantivo"
"arena",2.8,2,3,0.4472,1,0,"sustantivo"
"ritmo",2.8,2.4,2.4,0.4472,0.8944,0.8944,"sustantivo"
"misión",2.2,2.2,2.6,0.4472,0.8367,0.5477,"sustantivo"
"durar",2.2,2.2,2.8,0.4472,0.8367,0.4472,"verbo"
"conflicto",1.1667,2.3333,2.8333,0.4082,0.8165,0.4082,"sustantivo"
"descripción",2,2.2,2.2,0,0.4472,0.8367,"sustantivo"
"rico",3,2.4,3,0,0.5477,0,"adjetivo"
"brillar",3,2.6,3,0,0.8944,0,"verbo"
"aeropuerto",2.2,2,3,0.4472,0.7071,0,"sustantivo"
"aprovechar",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"the",2,2,1.8,0,0,0.4472,"sustantivo"
"viejo",1.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"constante",2.2,2,2.8,0.8367,0.7071,0.4472,"adjetivo"
"biografía",2.3333,2,2.5,0.5164,0.6325,0.5477,"sustantivo"
"silla",2.1667,1.5,2.8333,0.4082,0.5477,0.4082,"sustantivo"
"dicha",2.8333,2.1667,2.6667,0.4082,0.7528,0.8165,"sustantivo"
"justo",2.6667,1.8333,2.5,0.5164,0.7528,0.5477,"adjetivo"
"coordenada",2,2,2.8333,0,0,0.4082,"sustantivo"
"negocio",2.1667,2.1667,2.5,0.7528,0.7528,0.8367,"sustantivo"
"visión",2,2.6667,2.5,0,0.5164,0.8367,"sustantivo"
"ultimar",1.6667,2.5,2.1667,0.5164,0.5477,0.9832,"verbo"
"mejor",2.6667,1.8333,2.1667,0.5164,0.7528,0.7528,"adverbio"
"local",2.1667,1.8333,2,0.4082,0.4082,0.8944,"adjetivo"
"participación",2.6667,3,2.5,0.5164,0,0.8367,"sustantivo"
"justicia",2.8333,2.5,2.6667,0.4082,0.8367,0.5164,"sustantivo"
"gobernar",2.4,2.8,2.8,0.5477,0.4472,0.4472,"verbo"
"pintar",2.8,3,3,0.4472,0,0,"verbo"
"diente",2,2,3,0,0.7071,0,"sustantivo"
"interesar",2.6,3,2.6,0.5477,0,0.8944,"verbo"
"aparición",2,2.2,3,0.7071,0.4472,0,"sustantivo"
"localizar",2.4,3,2.4,0.5477,0,0.5477,"verbo"
"técnico",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"artístico",2.6,2.4,2.6,0.5477,0.8944,0.8944,"adjetivo"
"convencer",2,2.8,2.6,0,0.4472,0.5477,"verbo"
"particular",2,1.8,1.8,0,0.4472,0.8367,"adjetivo"
"asustar",1.2,3,3,0.4472,0,0,"verbo"
"hábitat",2.2,1.8,2.4,0.4472,0.8367,0.8944,"sustantivo"
"enemigo",1.2,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"mezclar",2.2,2.8,3,0.4472,0.4472,0,"verbo"
"requerir",2,2.4,1.8,0,0.8944,1.0954,"verbo"
"literario",2.8,1.6,2.4,0.4472,0.5477,0.5477,"adjetivo"
"primavera",2.8,2.2,3,0.4472,0.8367,0,"sustantivo"
"escalera",2.2,2.2,3,0.4472,0.4472,0,"sustantivo"
"médico",2,2.2,3,0.7071,0.8367,0,"adjetivo"
"colección",2.2,1.8,2.2,0.4472,0.4472,0.8367,"sustantivo"
"instrumento",2.4,2.4,3,0.5477,0.5477,0,"sustantivo"
"intenso",2.4,2.2,1.8,0.5477,0.8367,0.8367,"adjetivo"
"quizá",2.2,1.6,1.6,0.4472,0.5477,0.8944,"adverbio"
