palabra,media_agrado,media_activacion,media_imaginabilidad,sd_agrado,sd_activacion,sd_imaginabilidad,tipo
incendio,1.1667,3,3,0.4082,0,0,sustantivo
distante,1.4,2,2.6,0.5477,1,0.8944,adjetivo
demanda,1.6,2.8,2.2,0.8944,0.4472,0.8367,sustantivo
adaptación,2.4,2.4,1.8,0.5477,0.5477,0.8367,sustantivo
vereda,2,1.6,2.8,0.7071,0.5477,0.4472,sustantivo
centímetro,2,2,3,0.7071,0.7071,0,sustantivo
jazz,2.4,2.4,2.8,0.8944,0.5477,0.4472,sustantivo
costo,2,1.8,2.4,0,0.4472,0.8944,sustantivo
fuerte,2.8,2.6,3,0.4472,0.5477,0,sustantivo
visible,2.2,2.8,2.4,0.4472,0.4472,0.8944,adjetivo
cena,2.8,2.6,3,0.4472,0.5477,0,sustantivo
tubo,2,1.8,2.8,0,0.4472,0.4472,sustantivo
billete,2.6,2,2.8,0.5477,1,0.4472,sustantivo
sinopsis,2.6,2.6,2.4,0.5477,0.5477,0.5477,sustantivo
artificial,1.4,1.6,2.8,0.5477,0.8944,0.4472,adjetivo
cómic,2.6,2.6,3,0.5477,0.5477,0,sustantivo
suavemente,2.8,2.8,2.8,0.4472,0.4472,0.4472,adverbio
ingeniería,2,2.4,2,0,0.5477,1,sustantivo
pasaje,2.6,2.2,3,0.5477,0.8367,0,sustantivo
combinación,2,2.4,2,0,0.5477,1,sustantivo
turno,1.6,1.6,2.2,0.5477,0.5477,0.8367,sustantivo
seno,2.4,1.4,2.8,0.5477,0.5477,0.4472,sustantivo
hierba,3,2,3,0,1,0,sustantivo
incapaz,1.2,1.2,2,0.4472,0.4472,1,adjetivo
socio,2,2.6,2.4,0,0.5477,0.8944,sustantivo
democracia,3,2.8,1.8,0,0.4472,1.0954,sustantivo
guitarrista,2.8,2.8,3,0.4472,0.4472,0,sustantivo
escritura,2.6,2.8,2.8,0.5477,0.4472,0.4472,sustantivo
sed,1.4,2,2.2,0.8944,1,0.8367,sustantivo
emisión,2.2,2.6,1.8,0.4472,0.5477,1.0954,sustantivo
tráfico,1.4,2.2,3,0.5477,0.8367,0,sustantivo
espectador,2.2,1.4,3,0.8367,0.5477,0,sustantivo
caro,1,1.6,2.6,0,0.8944,0.5477,adjetivo
desgracia,1.2,1.8,2.8,0.4472,0.8367,0.4472,sustantivo
transmisión,2,2.6,1.8,0.7071,0.5477,1.0954,sustantivo
líquido,2.4,2.4,3,0.8944,0.5477,0,sustantivo
confusión,2,2.2,2.2,1,0.8367,1.0954,sustantivo
fachada,1.8,1.8,2.2,0.8367,0.4472,1.0954,sustantivo
matemático,2.2,2.2,2.6,0.8367,0.4472,0.8944,adjetivo
digital,2.2,2.2,2.4,0.4472,0.4472,0.8944,adjetivo
campana,2.2,2.6,3,0.8367,0.5477,0,sustantivo
extraordinario,2.8,2.6,2.6,0.4472,0.5477,0.5477,adjetivo
piloto,2.2,2.4,2,0.4472,0.5477,1,adjetivo
aeronave,2.2,2.4,2.6,0.4472,0.5477,0.5477,sustantivo
pasajero,2.6,2.2,2.8,0.5477,0.8367,0.4472,sustantivo
fugaz,2.6,2.2,2.4,0.5477,0.8367,0.8944,adjetivo
apellido,2,1.6,3,0,0.5477,0,sustantivo
sujeto,2.4,2.4,2.8,0.5477,0.5477,0.4472,sustantivo
mismo,2.2,2,2,0.4472,0.7071,0.7071,adverbio
chocolate,3,1.8,3,0,0.8367,0,sustantivo
tiro,1.6,2.6,2.8,0.5477,0.8944,0.4472,sustantivo
web,2.6,2.4,2.6,0.5477,0.8944,0.5477,sustantivo
quieto,2,1,2.4,0,0,0.8944,adjetivo
quizas,2,1.8,1.8,0,0.4472,0.8367,sustantivo
amado,3,2.2,2.4,0,0.8367,0.8944,sustantivo
disparo,1.6,2.6,3,0.5477,0.5477,0,sustantivo
alcance,2,2,2,0,0.7071,1,sustantivo
presidencial,2,1.6,2.6,0,0.5477,0.5477,adjetivo
era,2.4,1.6,1.6,0.5477,0.8944,0.8944,sustantivo
sábana,2.8,1.6,3,0.4472,0.5477,0,sustantivo
frecuentemente,2.2,2.4,2,0.4472,0.8944,0.7071,adverbio
intelectual,2.6,1.8,3,0.5477,0.8367,0,adjetivo
ceniza,1.8,1.6,3,0.4472,0.8944,0,sustantivo
territorial,1.8,2.4,1.8,0.8367,0.5477,0.8367,adjetivo
music,2.6,2.4,2.6,0.5477,0.5477,0.5477,adverbio
colonial,2.4,2.2,3,0.5477,0.8367,0,adjetivo
enfrentamiento,1.4,2.8,2.8,0.5477,0.4472,0.4472,sustantivo
natural,2.8,1.8,2.8,0.4472,0.8367,0.4472,sustantivo
mando,2.2,2.6,2.8,0.8367,0.5477,0.4472,sustantivo
paloma,2.6,2.4,3,0.8944,0.8944,0,sustantivo
vas,2.4,2.8,2.2,0.5477,0.4472,0.8367,sustantivo
pétalo,3,1.6,3,0,0.8944,0,sustantivo
funcionario,1.8,2.2,2.2,0.4472,0.4472,0.4472,sustantivo
almohada,2.8,1.8,3,0.4472,0.8367,0,sustantivo
particularmente,2.2,2.4,1.4,0.4472,0.5477,0.8944,adverbio
vital,2.8,2.6,2.2,0.4472,0.5477,0.8367,adjetivo
liberación,3,3,2.4,0,0,0.5477,sustantivo
profundo,2.4,2.6,2.6,0.5477,0.5477,0.8944,sustantivo
sustancia,2,1.4,2,0,0.5477,1,sustantivo
cáncer,1.2,1.8,2.6,0.4472,0.8367,0.5477,sustantivo
nervio,1.6,1.6,2.4,0.5477,0.8944,0.8944,sustantivo
reina,2.6,2.2,3,0.5477,0.8367,0,sustantivo
manzana,3,1.6,3,0,0.5477,0,sustantivo
encanto,2.6,1.8,2.2,0.5477,0.8367,0.8367,sustantivo
etimología,2.2,2.4,1.8,0.4472,0.5477,1.0954,sustantivo
américa,2.4,2,3,0.5477,0,0,adjetivo
informe,1.8,1.8,1.4,0.8367,0.8367,0.5477,adjetivo
consumo,1.6,2.8,2.4,0.5477,0.4472,0.8944,sustantivo
armonía,3,1.6,2.6,0,0.8944,0.8944,sustantivo
sediento,1.4,2.4,3,0.5477,0.8944,0,adjetivo
gordo,1.8,1.8,3,0.4472,0.4472,0,adjetivo
barrera,1.8,1.6,3,0.8367,0.8944,0,sustantivo
aceite,2,1.6,3,0.7071,0.5477,0,sustantivo
observación,2.8,2.4,2.6,0.4472,0.8944,0.8944,sustantivo
parlamento,2.6,2.4,2.8,0.5477,0.5477,0.4472,sustantivo
delito,1.6,2.8,3,0.8944,0.4472,0,sustantivo
paquete,2.2,1.8,3,0.4472,0.4472,0,sustantivo
consciente,2.4,2.4,2,0.5477,0.8944,1,adjetivo
deje,2.2,1.8,1.6,0.4472,0.8367,0.8944,sustantivo
trago,2.2,1.8,3,0.8367,0.4472,0,sustantivo
feria,2.6,1.8,3,0.5477,0.8367,0,sustantivo
sorbo,2.2,2,3,0.8367,0.7071,0,sustantivo
empleo,2.8,3,2.6,0.4472,0,0.8944,sustantivo
debe,1.8,2,1.4,0.4472,0.7071,0.5477,sustantivo
conservación,2,2.4,2.2,1,0.8944,0.8367,sustantivo
uña,1.6,1,3,0.5477,0,0,sustantivo
cristiano,1.8,2,2.8,0.4472,0.7071,0.4472,sustantivo
hada,2.8,2.4,3,0.4472,0.8944,0,sustantivo
ahi,1.8,2.2,2.4,0.4472,0.8367,0.8944,sustantivo
inocencia,2.6,1.6,2.4,0.5477,0.8944,0.8944,sustantivo
verso,2.4,1.8,2.2,0.5477,0.4472,1.0954,adjetivo
microsoft,2,2.2,2.8,0.7071,0.4472,0.4472,sustantivo
culto,1.4,2.6,2.8,0.5477,0.5477,0.4472,sustantivo
archivo,2.2,1.6,2.6,0.4472,0.5477,0.5477,sustantivo
ejemplar,2.8,2,2.4,0.4472,0.7071,0.8944,adjetivo
misa,1.6,1.4,2.8,0.5477,0.5477,0.4472,sustantivo
procedimiento,2,1.8,2.2,1,0.8367,0.8367,sustantivo
fusión,2.4,2.8,2.2,0.5477,0.4472,0.8367,sustantivo
manto,2.6,1.6,3,0.5477,0.8944,0,sustantivo
educativo,2.2,2,3,0.8367,1,0,adjetivo
plano,2.2,1.4,3,0.4472,0.5477,0,sustantivo
castigo,1,2.8,3,0,0.4472,0,sustantivo
boda,2.6,2.4,3,0.5477,0.5477,0,sustantivo
llamada,2,2.8,3,0.7071,0.4472,0,sustantivo
toclop,2,2,1,0,0.7071,0,sustantivo
índice,2.2,2.2,2.6,0.4472,0.4472,0.5477,sustantivo
escalofrío,1.6,2.6,2.8,0.5477,0.5477,0.4472,sustantivo
tonto,1.6,2.4,2.8,0.5477,0.5477,0.4472,adjetivo
pulmón,2,2.2,3,0,0.4472,0,sustantivo
primero,2.8,2.4,2.2,0.4472,0.8944,0.8367,sustantivo
tela,2.6,1.6,3,0.5477,0.5477,0,sustantivo
lleno,2.2,2,2.8,0.8367,0.7071,0.4472,sustantivo
realista,2.6,2.6,2.4,0.5477,0.5477,0.5477,adjetivo
palma,2.2,2,3,0.4472,0,0,sustantivo
colonia,2,1.8,2.4,0.7071,0.8367,0.8944,sustantivo
falda,1.8,1.6,3,0.4472,0.5477,0,sustantivo
entrevista,1.8,2.6,2.6,0.4472,0.5477,0.5477,sustantivo
montón,2.4,2,2.6,0.5477,0.7071,0.5477,sustantivo
sacrificio,2,2.4,2.4,1,0.8944,0.8944,sustantivo
práctica,2.6,3,2.6,0.5477,0,0.8944,sustantivo
perciforme,2.4,1.6,2,0.5477,0.5477,0.7071,sustantivo
agrupación,2.4,2.4,3,0.5477,0.8944,0,sustantivo
asistencia,2.6,2.6,2.6,0.5477,0.8944,0.5477,sustantivo
navidad,3,1.2,2.8,0,0.4472,0.4472,sustantivo
penumbra,1.8,1.4,2.2,0.8367,0.5477,1.0954,sustantivo
separación,1.6,2.8,2.4,0.5477,0.4472,0.5477,sustantivo
conducta,2,2.4,1.8,0,0.8944,0.8367,sustantivo
digno,3,2.4,2,0,0.8944,1,adjetivo
tronco,2.2,1.8,3,0.4472,0.4472,0,sustantivo
grita,1.8,2.4,2.4,0.8367,0.8944,0.8944,sustantivo
estómago,2,1.8,2.6,0.7071,0.8367,0.5477,sustantivo
atmósfera,2.4,2,1.8,0.5477,0.7071,0.8367,sustantivo
escritorio,2.2,1.6,3,0.4472,0.5477,0,sustantivo
paciente,2.4,1.8,3,0.5477,0.8367,0,adjetivo
rico,2.6,2.2,3,0.5477,0.8367,0,sustantivo
pasajero,2.2,1.8,2.2,0.4472,0.8367,0.8367,adjetivo
lateral,2,1.8,1.6,0,0.4472,0.8944,adjetivo
programación,2.6,2.6,2.6,0.5477,0.5477,0.5477,sustantivo
maria,1.8,1.8,2,0.4472,0.4472,0.7071,adjetivo
dictadura,1.2,2.8,2.4,0.4472,0.4472,0.8944,sustantivo
global,2,1.8,2.8,0.7071,0.8367,0.4472,adjetivo
proteína,2.2,2.6,1.2,0.8367,0.5477,0.4472,sustantivo
ansiedad,1,2.8,2.6,0,0.4472,0.5477,sustantivo
explotación,1.4,3,3,0.5477,0,0,sustantivo
exterior,2.4,1.8,3,0.5477,0.4472,0,sustantivo
vegetación,2.8,1.8,3,0.4472,0.8367,0,sustantivo
miseria,1.2,1.8,2.8,0.4472,0.4472,0.4472,sustantivo
culpable,1.4,2.6,2,0.5477,0.5477,1,adjetivo
claridad,2.8,1.8,3,0.4472,0.8367,0,sustantivo
secreto,1.8,2.2,2.6,0.4472,1.0954,0.5477,adjetivo
naranja,2.8,2.2,3,0.4472,0.8367,0,sustantivo
teatral,2.2,2.8,2.8,0.4472,0.4472,0.4472,adjetivo
caza,1.6,2.8,3,0.5477,0.4472,0,sustantivo
gigante,1.8,1.8,3,0.8367,0.8367,0,sustantivo
examen,1.6,2,3,0.5477,1,0,sustantivo
corriente,2.2,2.2,2.4,0.4472,0.4472,0.5477,adjetivo
sera,2.2,1.8,2.8,0.4472,0.8367,0.4472,sustantivo
celo,1.6,2.2,2.4,0.5477,0.8367,0.8944,sustantivo
jurídico,1.8,1.6,2.2,0.4472,0.8944,0.8367,adjetivo
primitivo,1.8,1.6,2.4,0.4472,0.8944,0.8944,adjetivo
sollozo,1,2.2,3,0,0.8367,0,sustantivo
gobernación,2,2.2,1.8,0.7071,0.8367,0.8367,sustantivo
bala,1.6,2.6,3,0.8944,0.5477,0,sustantivo
partícula,2.4,2.4,1.4,0.5477,0.8944,0.5477,sustantivo
mudo,1.4,1,3,0.5477,0,0,adjetivo
regimiento,2.2,2.4,2.8,0.4472,0.8944,0.4472,sustantivo
volcán,2,2.4,3,0.7071,0.8944,0,sustantivo
transformación,2.2,2.8,2,0.8367,0.4472,1,sustantivo
pastor,2.6,2,2.6,0.5477,1,0.8944,sustantivo
agonía,1.2,2.6,2.2,0.4472,0.5477,0.8367,sustantivo
lástima,1.6,1.8,2.2,0.8944,0.8367,0.8367,sustantivo
diámetro,2,1.8,2.8,0,0.4472,0.4472,sustantivo
espina,1.4,1.8,3,0.5477,0.8367,0,sustantivo
computador,2.6,2.6,2.6,0.5477,0.5477,0.8944,adjetivo
esfera,2.2,2,3,0.4472,0.7071,0,sustantivo
bandera,2.4,1.6,2.8,0.5477,0.5477,0.4472,sustantivo
super,2.6,2.6,2.4,0.5477,0.5477,0.8944,adjetivo
masivo,1.8,2.2,2.8,0.4472,0.8367,0.4472,adjetivo
ligeramente,2.2,2.2,2,0.4472,0.4472,0.7071,adverbio
hueco,1.8,2,2.6,0.4472,0.7071,0.5477,sustantivo
alrededor,2.2,1.6,2.4,0.4472,0.5477,0.8944,sustantivo
defecto,1.6,1.8,3,0.5477,0.8367,0,sustantivo
realización,2.8,2.8,2.4,0.4472,0.4472,0.5477,sustantivo
tragedia,1,2.2,2.6,0,1.0954,0.8944,sustantivo
compra,2.4,3,3,0.5477,0,0,sustantivo
gigante,2,2.4,3,0,0.8944,0,adjetivo
residencia,2.6,2,2.8,0.5477,0.7071,0.4472,sustantivo
diálogo,3,3,3,0,0,0,sustantivo
rebelión,1.6,3,3,0.5477,0,0,sustantivo
investigador,2.4,2.6,3,0.5477,0.8944,0,sustantivo
afuera,2.2,1.8,2.8,0.4472,0.8367,0.4472,adverbio
dvd,2.2,1.8,3,0.4472,0.4472,0,sustantivo
film,2.8,2.2,3,0.4472,0.8367,0,sustantivo
caos,1.6,2,2.4,0.8944,1,0.8944,sustantivo
administrativo,1.8,1,2,0.4472,0,1,adjetivo
inversión,2.2,2.8,2.6,0.4472,0.4472,0.8944,sustantivo
señorito,2.2,2.2,3,0.8367,0.4472,0,sustantivo
correo,2,2,2.8,0,0,0.4472,sustantivo
bebé,2.6,2.4,3,0.5477,0.5477,0,sustantivo
juvenil,2.6,1.8,2.6,0.5477,0.8367,0.8944,adjetivo
constantemente,2,1.8,1.6,0,0.8367,0.8944,adverbio
poblado,2,2,2.8,0,0.7071,0.4472,sustantivo
antigüedad,2,1.4,2.4,0,0.5477,0.8944,sustantivo
inmóvil,2,1,2.4,0,0,0.8944,adjetivo
masculino,2.2,1.6,2.4,0.4472,0.5477,0.5477,adjetivo
músculo,2.2,2.2,2.8,0.4472,0.4472,0.4472,sustantivo
top,2.2,1.6,2.4,0.4472,0.5477,0.8944,sustantivo
vecino,2.4,2,2.6,0.5477,0.7071,0.8944,adjetivo
infantería,2,2.6,2.6,0.7071,0.5477,0.8944,sustantivo
remedio,2,2,3,0.7071,0.7071,0,sustantivo
esencial,2.2,1.8,1.6,0.4472,0.4472,0.8944,adjetivo
quinto,2,2.2,2,0,0.4472,0.7071,sustantivo
luminoso,2.8,2,2.8,0.4472,1,0.4472,adjetivo
trasero,1.8,1.6,2.4,0.4472,0.5477,0.8944,adjetivo
cinematográfico,2.8,2.4,2.6,0.4472,0.5477,0.5477,adjetivo
anoche,2.6,1.8,2.6,0.5477,0.8367,0.8944,adverbio
experimento,2.2,2.6,2.6,0.4472,0.5477,0.5477,sustantivo
forestal,2.8,2.2,2.8,0.4472,0.8367,0.4472,adjetivo
fragmento,2.4,1.6,2.2,0.5477,0.5477,0.8367,sustantivo
alternativa,2.6,2.4,1.6,0.5477,0.8944,0.8944,sustantivo
queso,2.8,1.8,3,0.4472,0.8367,0,sustantivo
inmensidad,2.6,1.8,1.4,0.5477,0.8367,0.8944,sustantivo
gloria,2.8,2.2,2,0.4472,0.4472,0.7071,sustantivo
sentencia,1.8,2,2.2,0.4472,0.7071,0.8367,sustantivo
exclusivamente,2.2,2,1.4,0.4472,0.7071,0.5477,adverbio
estrecho,2,1.8,2.6,0.7071,0.4472,0.5477,sustantivo
adicional,2.2,2,1.8,0.4472,0.7071,1.0954,adjetivo
útil,3,2.8,2.2,0,0.4472,1.0954,adjetivo
variación,2.4,2.4,2,0.5477,0.5477,1,sustantivo
aparentemente,2.2,1.8,1.8,0.4472,0.8367,0.8367,adverbio
entrenamiento,2.2,2.6,2.8,0.4472,0.8944,0.4472,sustantivo
marítimo,2.4,2.2,2.6,0.5477,0.4472,0.5477,adjetivo
inevitable,2.2,2,2.2,0.4472,1,0.8367,adjetivo
llanura,2.6,1.2,3,0.5477,0.4472,0,sustantivo
mariano,2.2,1.8,1.8,0.4472,0.4472,0.8367,adjetivo
prisionero,1.2,1.6,3,0.4472,0.5477,0,sustantivo
absolutamente,2.2,1.8,1.6,0.4472,0.4472,0.8944,adverbio
sabiduría,3,2,2.4,0,1,0.8944,sustantivo
concilio,2.6,2.2,2.2,0.5477,0.8367,0.8367,sustantivo
ejecutivo,2.2,2.4,2.6,0.4472,0.5477,0.5477,sustantivo
subespecie,2,1.6,1.4,0,0.5477,0.8944,sustantivo
iniciativa,2.8,2.8,2.8,0.4472,0.4472,0.4472,sustantivo
veneno,1.4,1.8,3,0.5477,0.4472,0,sustantivo
influyente,1.8,3,2.4,0.4472,0,0.8944,adjetivo
sutil,2.6,1.6,2,0.5477,0.8944,1,adjetivo
ardiente,2.2,2.2,2.8,0.4472,0.8367,0.4472,adjetivo
estrecho,2,1.6,2.8,0.7071,0.5477,0.4472,adjetivo
euro,2.2,1.8,2.8,0.4472,0.4472,0.4472,sustantivo
objetivo,2.6,2.4,2.8,0.5477,0.8944,0.4472,adjetivo
profesión,2.2,2.2,2.6,0.4472,0.4472,0.8944,sustantivo
septentrional,2.2,1.6,2.2,0.4472,0.5477,0.4472,adjetivo
campamento,2.8,2.2,3,0.4472,0.8367,0,sustantivo
horror,1.6,2,3,0.8944,1,0,sustantivo
subtropical,2.4,1.4,2.6,0.5477,0.5477,0.8944,adjetivo
cerdo,2.2,2.2,3,0.4472,0.4472,0,sustantivo
postura,2,1.8,3,0,0.8367,0,sustantivo
barra,1.8,1.8,2.8,0.4472,0.4472,0.4472,sustantivo
perspectiva,2.6,2.2,2.2,0.5477,1.0954,1.0954,sustantivo
esclavo,1.2,2,3,0.4472,1,0,adjetivo
responsable,2.8,2.6,2.6,0.4472,0.8944,0.8944,sustantivo
chico,2.4,2,3,0.5477,0.7071,0,adjetivo
ansioso,2,2.2,2.8,0.7071,1.0954,0.4472,adjetivo
cero,1.6,1.8,3,0.5477,0.8367,0,sustantivo
deja,2,2.2,2.2,0,1.0954,1.0954,sustantivo
enamorado,3,2.6,3,0,0.8944,0,sustantivo
sinfónico,2.8,2,2.4,0.4472,1,0.8944,adjetivo
caballería,2.8,2.6,3,0.4472,0.5477,0,sustantivo
amoroso,3,2.8,3,0,0.4472,0,adjetivo
sabana,2.4,1.6,2.8,0.5477,0.5477,0.4472,sustantivo
visual,2.4,1.6,1.8,0.5477,0.5477,0.8367,adjetivo
terremoto,1,2.8,2.8,0,0.4472,0.4472,sustantivo
republicano,2.2,2.2,2,0.4472,0.4472,0.7071,adjetivo
giro,2,2.2,2.2,0,0.8367,1.0954,sustantivo
elegante,3,2,3,0,0.7071,0,adjetivo
melancolía,1,1.6,2.6,0,0.8944,0.8944,sustantivo
comparación,1.8,2.8,2.4,0.4472,0.4472,0.8944,sustantivo
miembro,2.2,2,2.6,0.4472,0,0.5477,adjetivo
ángulo,1.8,1.4,3,0.4472,0.5477,0,sustantivo
atracción,3,2.8,2.6,0,0.4472,0.8944,sustantivo
reojo,1.8,2.4,2.8,0.4472,0.5477,0.4472,sustantivo
significado,2.4,2.2,2.8,0.5477,0.8367,0.4472,sustantivo
pistola,1,2.6,3,0,0.8944,0,sustantivo
amable,3,3,3,0,0,0,adjetivo
comedia,3,2.4,2.8,0,0.5477,0.4472,sustantivo
central,1.8,1.6,2.6,0.4472,0.5477,0.5477,adjetivo
doloroso,1,3,3,0,0,0,adjetivo
facilidad,3,1.4,3,0,0.8944,0,sustantivo
sublime,3,1.8,2.2,0,0.8367,0.8367,adjetivo
prado,2.8,1.2,3,0.4472,0.4472,0,sustantivo
flujo,2.2,2.4,2.8,0.8367,0.8944,0.4472,sustantivo
enfermero,1.8,2.8,3,0.4472,0.4472,0,sustantivo
paciencia,2.8,2,3,0.4472,1,0,sustantivo
térmico,2.6,2.8,2.8,0.5477,0.4472,0.4472,adjetivo
civilización,2.6,2.6,3,0.5477,0.5477,0,sustantivo
introducción,2,2.2,2.6,0,0.8367,0.8944,sustantivo
pionero,2.8,3,2.4,0.4472,0,0.8944,sustantivo
ramal,2,2,2.6,0,0,0.5477,sustantivo
peña,2.4,2.2,3,0.5477,0.8367,0,sustantivo
angel,3,2.4,2.8,0,0.5477,0.4472,sustantivo
rubio,2.2,2,3,0.4472,0,0,adjetivo
cajón,2,1.8,3,0,0.4472,0,sustantivo
restauración,2.6,3,2.8,0.5477,0,0.4472,sustantivo
lógica,2.4,2.6,2.6,0.5477,0.5477,0.8944,sustantivo
that,2,2.2,2.4,0,0.4472,0.5477,sustantivo
sien,2,2.2,3,0,0.4472,0,sustantivo
contento,3,2.4,3,0,0.8944,0,adjetivo
administrativo,1.8,2.4,2.2,0.4472,0.8944,0.8367,sustantivo
taxi,2,2.8,3,0,0.4472,0,sustantivo
petición,2,2.8,2,0,0.4472,1,sustantivo
duermo,3,1.4,3,0,0.8944,0,verbo
duermes,3,1.4,3,0,0.8944,0,verbo
duerme,3,1.4,3,0,0.8944,0,verbo
dormimos,3,1.4,3,0,0.8944,0,verbo
dormís,3,1.4,3,0,0.8944,0,verbo
duermen,3,1.4,3,0,0.8944,0,verbo
dormido,3,1.4,3,0,0.8944,0,verbo
dormía,3,1.4,3,0,0.8944,0,verbo
dormías,3,1.4,3,0,0.8944,0,verbo
dormíamos,3,1.4,3,0,0.8944,0,verbo
dormíais,3,1.4,3,0,0.8944,0,verbo
dormían,3,1.4,3,0,0.8944,0,verbo
dormí,3,1.4,3,0,0.8944,0,verbo
dormiste,3,1.4,3,0,0.8944,0,verbo
durmió,3,1.4,3,0,0.8944,0,verbo
dormisteis,3,1.4,3,0,0.8944,0,verbo
durmieron,3,1.4,3,0,0.8944,0,verbo
dormiré,3,1.4,3,0,0.8944,0,verbo
dormirás,3,1.4,3,0,0.8944,0,verbo
dormirá,3,1.4,3,0,0.8944,0,verbo
dormiremos,3,1.4,3,0,0.8944,0,verbo
dormiréis,3,1.4,3,0,0.8944,0,verbo
dormirán,3,1.4,3,0,0.8944,0,verbo
dormiría,3,1.4,3,0,0.8944,0,verbo
dormirías,3,1.4,3,0,0.8944,0,verbo
dormiríamos,3,1.4,3,0,0.8944,0,verbo
dormiríais,3,1.4,3,0,0.8944,0,verbo
dormirían,3,1.4,3,0,0.8944,0,verbo
duerma,3,1.4,3,0,0.8944,0,verbo
duermas,3,1.4,3,0,0.8944,0,verbo
durmamos,3,1.4,3,0,0.8944,0,verbo
durmáis,3,1.4,3,0,0.8944,0,verbo
duerman,3,1.4,3,0,0.8944,0,verbo
durmiera,3,1.4,3,0,0.8944,0,verbo
durmieras,3,1.4,3,0,0.8944,0,verbo
durmiéramos,3,1.4,3,0,0.8944,0,verbo
durmierais,3,1.4,3,0,0.8944,0,verbo
durmieran,3,1.4,3,0,0.8944,0,verbo
durmiese,3,1.4,3,0,0.8944,0,verbo
durmieses,3,1.4,3,0,0.8944,0,verbo
durmiésemos,3,1.4,3,0,0.8944,0,verbo
durmieseis,3,1.4,3,0,0.8944,0,verbo
durmiesen,3,1.4,3,0,0.8944,0,verbo
durmiere,3,1.4,3,0,0.8944,0,verbo
durmieres,3,1.4,3,0,0.8944,0,verbo
durmiéremos,3,1.4,3,0,0.8944,0,verbo
durmiereis,3,1.4,3,0,0.8944,0,verbo
durmieren,3,1.4,3,0,0.8944,0,verbo
dormid,3,1.4,3,0,0.8944,0,verbo
dormir,3,1.4,3,0,0.8944,0,verbo
durmiendo,3,1.4,3,0,0.8944,0,verbo
doy,2.8,3,3,0.4472,0,0,verbo
das,2.8,3,3,0.4472,0,0,verbo
da,2.8,3,3,0.4472,0,0,verbo
damos,2.8,3,3,0.4472,0,0,verbo
dais,2.8,3,3,0.4472,0,0,verbo
dan,2.8,3,3,0.4472,0,0,verbo
dado,2.8,3,3,0.4472,0,0,verbo
daba,2.8,3,3,0.4472,0,0,verbo
dabas,2.8,3,3,0.4472,0,0,verbo
dábamos,2.8,3,3,0.4472,0,0,verbo
dabais,2.8,3,3,0.4472,0,0,verbo
daban,2.8,3,3,0.4472,0,0,verbo
di,2.8,3,3,0.4472,0,0,verbo
diste,2.8,3,3,0.4472,0,0,verbo
dio,2.8,3,3,0.4472,0,0,verbo
dimos,2.8,3,3,0.4472,0,0,verbo
disteis,2.8,3,3,0.4472,0,0,verbo
dieron,2.8,3,3,0.4472,0,0,verbo
daré,2.8,3,3,0.4472,0,0,verbo
darás,2.8,3,3,0.4472,0,0,verbo
dará,2.8,3,3,0.4472,0,0,verbo
daremos,2.8,3,3,0.4472,0,0,verbo
daréis,2.8,3,3,0.4472,0,0,verbo
darán,2.8,3,3,0.4472,0,0,verbo
daría,2.8,3,3,0.4472,0,0,verbo
darías,2.8,3,3,0.4472,0,0,verbo
daríamos,2.8,3,3,0.4472,0,0,verbo
daríais,2.8,3,3,0.4472,0,0,verbo
darían,2.8,3,3,0.4472,0,0,verbo
dé,2.8,3,3,0.4472,0,0,verbo
des,2.8,3,3,0.4472,0,0,verbo
demos,2.8,3,3,0.4472,0,0,verbo
deis,2.8,3,3,0.4472,0,0,verbo
den,2.8,3,3,0.4472,0,0,verbo
diera,2.8,3,3,0.4472,0,0,verbo
dieras,2.8,3,3,0.4472,0,0,verbo
diéramos,2.8,3,3,0.4472,0,0,verbo
dierais,2.8,3,3,0.4472,0,0,verbo
dieran,2.8,3,3,0.4472,0,0,verbo
diese,2.8,3,3,0.4472,0,0,verbo
dieses,2.8,3,3,0.4472,0,0,verbo
diésemos,2.8,3,3,0.4472,0,0,verbo
dieseis,2.8,3,3,0.4472,0,0,verbo
diesen,2.8,3,3,0.4472,0,0,verbo
diere,2.8,3,3,0.4472,0,0,verbo
dieres,2.8,3,3,0.4472,0,0,verbo
diéremos,2.8,3,3,0.4472,0,0,verbo
diereis,2.8,3,3,0.4472,0,0,verbo
dieren,2.8,3,3,0.4472,0,0,verbo
dad,2.8,3,3,0.4472,0,0,verbo
dar,2.8,3,3,0.4472,0,0,verbo
dando,2.8,3,3,0.4472,0,0,verbo
realizo,2.6,3,2.8,0.5477,0,0.4472,verbo
realizas,2.6,3,2.8,0.5477,0,0.4472,verbo
realiza,2.6,3,2.8,0.5477,0,0.4472,verbo
realizamos,2.6,3,2.8,0.5477,0,0.4472,verbo
realizáis,2.6,3,2.8,0.5477,0,0.4472,verbo
realizan,2.6,3,2.8,0.5477,0,0.4472,verbo
  ,2.6,3,2.8,0.5477,0,0.4472,verbo
realizado,2.6,3,2.8,0.5477,0,0.4472,verbo
,2.6,3,2.8,0.5477,0,0.4472,verbo
realizaba,2.6,3,2.8,0.5477,0,0.4472,verbo
realizabas,2.6,3,2.8,0.5477,0,0.4472,verbo
realizábamos,2.6,3,2.8,0.5477,0,0.4472,verbo
