palabra,media_agrado,media_activacion,media_imaginabilidad,sd_agrado,sd_activacion,sd_imaginabilidad,tipo
programase,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programases,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programásemos,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programaseis,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programasen,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programare,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programares,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programáremos,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programareis,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programaren,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programad,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programar,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
programando,2.8,2.8,2.8,0.4472,0.4472,0.4472,verbo
gozo,3,2.8,2.8,0,0.4472,0.4472,verbo
gozas,3,2.8,2.8,0,0.4472,0.4472,verbo
goza,3,2.8,2.8,0,0.4472,0.4472,verbo
gozamos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozáis,3,2.8,2.8,0,0.4472,0.4472,verbo
gozan,3,2.8,2.8,0,0.4472,0.4472,verbo
gozado,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaba,3,2.8,2.8,0,0.4472,0.4472,verbo
gozabas,3,2.8,2.8,0,0.4472,0.4472,verbo
gozábamos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozabais,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaban,3,2.8,2.8,0,0.4472,0.4472,verbo
gocé,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaste,3,2.8,2.8,0,0.4472,0.4472,verbo
gozó,3,2.8,2.8,0,0.4472,0.4472,verbo
gozasteis,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaron,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaré,3,2.8,2.8,0,0.4472,0.4472,verbo
gozarás,3,2.8,2.8,0,0.4472,0.4472,verbo
gozará,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaremos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaréis,3,2.8,2.8,0,0.4472,0.4472,verbo
gozarán,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaría,3,2.8,2.8,0,0.4472,0.4472,verbo
gozarías,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaríamos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaríais,3,2.8,2.8,0,0.4472,0.4472,verbo
gozarían,3,2.8,2.8,0,0.4472,0.4472,verbo
goce,3,2.8,2.8,0,0.4472,0.4472,verbo
goces,3,2.8,2.8,0,0.4472,0.4472,verbo
gocemos,3,2.8,2.8,0,0.4472,0.4472,verbo
gocéis,3,2.8,2.8,0,0.4472,0.4472,verbo
gocen,3,2.8,2.8,0,0.4472,0.4472,verbo
gozara,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaras,3,2.8,2.8,0,0.4472,0.4472,verbo
gozáramos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozarais,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaran,3,2.8,2.8,0,0.4472,0.4472,verbo
gozase,3,2.8,2.8,0,0.4472,0.4472,verbo
gozases,3,2.8,2.8,0,0.4472,0.4472,verbo
gozásemos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaseis,3,2.8,2.8,0,0.4472,0.4472,verbo
gozasen,3,2.8,2.8,0,0.4472,0.4472,verbo
gozare,3,2.8,2.8,0,0.4472,0.4472,verbo
gozares,3,2.8,2.8,0,0.4472,0.4472,verbo
gozáremos,3,2.8,2.8,0,0.4472,0.4472,verbo
gozareis,3,2.8,2.8,0,0.4472,0.4472,verbo
gozaren,3,2.8,2.8,0,0.4472,0.4472,verbo
gozad,3,2.8,2.8,0,0.4472,0.4472,verbo
gozar,3,2.8,2.8,0,0.4472,0.4472,verbo
gozando,3,2.8,2.8,0,0.4472,0.4472,verbo
acuesto,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acuestas,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acuesta,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostamos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostáis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acuestan,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostado,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaba,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostabas,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostábamos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostabais,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaban,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acosté,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaste,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostó,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostasteis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaron,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaré,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostarás,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostará,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaremos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaréis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostarán,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaría,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostarías,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaríamos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaríais,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostarían,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acueste,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acuestes,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostemos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostéis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acuesten,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostara,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaras,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostáramos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostarais,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaran,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostase,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostases,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostásemos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaseis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostasen,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostare,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostares,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostáremos,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostareis,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostaren,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostad,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostar,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
acostando,2.4,2.8,2.4,0.5477,0.4472,0.5477,verbo
advierto,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
adviertes,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advierte,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertimos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertís,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advierten,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertido,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertía,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertías,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertíamos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertíais,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertían,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertí,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiste,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtió,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertisteis,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieron,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiré,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertirás,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertirá,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiremos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiréis,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertirán,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiría,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertirías,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiríamos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertiríais,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertirían,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advierta,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
adviertas,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtamos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtáis,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
adviertan,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiera,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieras,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiéramos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtierais,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieran,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiese,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieses,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiésemos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieseis,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiesen,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiere,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieres,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiéremos,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiereis,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtieren,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertid,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advertir,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
advirtiendo,2,2.8,2.6,0.7071,0.4472,0.5477,verbo
converso,2.6,3,3,0.5477,0,0,verbo
conversas,2.6,3,3,0.5477,0,0,verbo
conversa,2.6,3,3,0.5477,0,0,verbo
conversamos,2.6,3,3,0.5477,0,0,verbo
conversáis,2.6,3,3,0.5477,0,0,verbo
conversan,2.6,3,3,0.5477,0,0,verbo
conversado,2.6,3,3,0.5477,0,0,verbo
conversaba,2.6,3,3,0.5477,0,0,verbo
conversabas,2.6,3,3,0.5477,0,0,verbo
conversábamos,2.6,3,3,0.5477,0,0,verbo
conversabais,2.6,3,3,0.5477,0,0,verbo
conversaban,2.6,3,3,0.5477,0,0,verbo
conversé,2.6,3,3,0.5477,0,0,verbo
conversaste,2.6,3,3,0.5477,0,0,verbo
conversó,2.6,3,3,0.5477,0,0,verbo
conversasteis,2.6,3,3,0.5477,0,0,verbo
conversaron,2.6,3,3,0.5477,0,0,verbo
conversaré,2.6,3,3,0.5477,0,0,verbo
conversarás,2.6,3,3,0.5477,0,0,verbo
conversará,2.6,3,3,0.5477,0,0,verbo
conversaremos,2.6,3,3,0.5477,0,0,verbo
conversaréis,2.6,3,3,0.5477,0,0,verbo
conversarán,2.6,3,3,0.5477,0,0,verbo
conversaría,2.6,3,3,0.5477,0,0,verbo
conversarías,2.6,3,3,0.5477,0,0,verbo
conversaríamos,2.6,3,3,0.5477,0,0,verbo
conversaríais,2.6,3,3,0.5477,0,0,verbo
conversarían,2.6,3,3,0.5477,0,0,verbo
converse,2.6,3,3,0.5477,0,0,verbo
converses,2.6,3,3,0.5477,0,0,verbo
conversemos,2.6,3,3,0.5477,0,0,verbo
converséis,2.6,3,3,0.5477,0,0,verbo
conversen,2.6,3,3,0.5477,0,0,verbo
conversara,2.6,3,3,0.5477,0,0,verbo
conversaras,2.6,3,3,0.5477,0,0,verbo
conversáramos,2.6,3,3,0.5477,0,0,verbo
conversarais,2.6,3,3,0.5477,0,0,verbo
conversaran,2.6,3,3,0.5477,0,0,verbo
conversase,2.6,3,3,0.5477,0,0,verbo
conversases,2.6,3,3,0.5477,0,0,verbo
conversásemos,2.6,3,3,0.5477,0,0,verbo
conversaseis,2.6,3,3,0.5477,0,0,verbo
conversasen,2.6,3,3,0.5477,0,0,verbo
conversare,2.6,3,3,0.5477,0,0,verbo
conversares,2.6,3,3,0.5477,0,0,verbo
conversáremos,2.6,3,3,0.5477,0,0,verbo
conversareis,2.6,3,3,0.5477,0,0,verbo
conversaren,2.6,3,3,0.5477,0,0,verbo
conversad,2.6,3,3,0.5477,0,0,verbo
conversar,2.6,3,3,0.5477,0,0,verbo
conversando,2.6,3,3,0.5477,0,0,verbo
impulso,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsas,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsa,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsamos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsáis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsan,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsado,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaba,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsabas,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsábamos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsabais,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaban,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsé,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaste,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsó,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsasteis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaron,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaré,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsarás,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsará,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaremos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaréis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsarán,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaría,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsarías,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaríamos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaríais,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsarían,2.4,2.8,3,0.5477,0.4472,0,verbo
impulse,2.4,2.8,3,0.5477,0.4472,0,verbo
impulses,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsemos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulséis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsen,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsara,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaras,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsáramos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsarais,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaran,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsase,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsases,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsásemos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaseis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsasen,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsare,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsares,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsáremos,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsareis,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsaren,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsad,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsar,2.4,2.8,3,0.5477,0.4472,0,verbo
impulsando,2.4,2.8,3,0.5477,0.4472,0,verbo
agito,2.2,3,2.8,0.4472,0,0.4472,verbo
agitas,2.2,3,2.8,0.4472,0,0.4472,verbo
agita,2.2,3,2.8,0.4472,0,0.4472,verbo
agitamos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitáis,2.2,3,2.8,0.4472,0,0.4472,verbo
agitan,2.2,3,2.8,0.4472,0,0.4472,verbo
agitado,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaba,2.2,3,2.8,0.4472,0,0.4472,verbo
agitabas,2.2,3,2.8,0.4472,0,0.4472,verbo
agitábamos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitabais,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaban,2.2,3,2.8,0.4472,0,0.4472,verbo
agité,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaste,2.2,3,2.8,0.4472,0,0.4472,verbo
agitó,2.2,3,2.8,0.4472,0,0.4472,verbo
agitasteis,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaron,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaré,2.2,3,2.8,0.4472,0,0.4472,verbo
agitarás,2.2,3,2.8,0.4472,0,0.4472,verbo
agitará,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaremos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaréis,2.2,3,2.8,0.4472,0,0.4472,verbo
agitarán,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaría,2.2,3,2.8,0.4472,0,0.4472,verbo
agitarías,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaríamos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaríais,2.2,3,2.8,0.4472,0,0.4472,verbo
agitarían,2.2,3,2.8,0.4472,0,0.4472,verbo
agite,2.2,3,2.8,0.4472,0,0.4472,verbo
agites,2.2,3,2.8,0.4472,0,0.4472,verbo
agitemos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitéis,2.2,3,2.8,0.4472,0,0.4472,verbo
agiten,2.2,3,2.8,0.4472,0,0.4472,verbo
agitara,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaras,2.2,3,2.8,0.4472,0,0.4472,verbo
agitáramos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitarais,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaran,2.2,3,2.8,0.4472,0,0.4472,verbo
agitase,2.2,3,2.8,0.4472,0,0.4472,verbo
agitases,2.2,3,2.8,0.4472,0,0.4472,verbo
agitásemos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaseis,2.2,3,2.8,0.4472,0,0.4472,verbo
agitasen,2.2,3,2.8,0.4472,0,0.4472,verbo
agitare,2.2,3,2.8,0.4472,0,0.4472,verbo
agitares,2.2,3,2.8,0.4472,0,0.4472,verbo
agitáremos,2.2,3,2.8,0.4472,0,0.4472,verbo
agitareis,2.2,3,2.8,0.4472,0,0.4472,verbo
agitaren,2.2,3,2.8,0.4472,0,0.4472,verbo
agitad,2.2,3,2.8,0.4472,0,0.4472,verbo
agitar,2.2,3,2.8,0.4472,0,0.4472,verbo
agitando,2.2,3,2.8,0.4472,0,0.4472,verbo
contribuyo,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyes,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuye,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuimos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuís,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyen,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuido,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuía,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuías,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuíamos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuíais,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuían,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuí,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiste,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyó,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuisteis,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeron,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiré,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuirás,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuirá,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiremos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiréis,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuirán,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiría,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuirías,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiríamos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuiríais,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuirían,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuya,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyas,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyamos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyáis,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyan,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyera,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeras,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyéramos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyerais,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeran,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyese,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeses,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyésemos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeseis,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyesen,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyere,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeres,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyéremos,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyereis,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyeren,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuid,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuir,3,2.6,2.8,0,0.8944,0.4472,verbo
contribuyendo,3,2.6,2.8,0,0.8944,0.4472,verbo
fluyo,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyes,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluye,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluimos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluís,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyen,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluido,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluía,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluías,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluíamos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluíais,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluían,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluí,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiste,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyó,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluisteis,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeron,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiré,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluirás,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluirá,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiremos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiréis,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluirán,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiría,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluirías,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiríamos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluiríais,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluirían,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluya,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyas,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyamos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyáis,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyan,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyera,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeras,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyéramos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyerais,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeran,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyese,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeses,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyésemos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeseis,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyesen,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyere,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeres,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyéremos,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyereis,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyeren,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluid,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluir,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
fluyendo,2.4,2.8,2.2,0.5477,0.4472,0.8367,verbo
modifico,2.4,3,2.6,0.5477,0,0.5477,verbo
modificas,2.4,3,2.6,0.5477,0,0.5477,verbo
modifica,2.4,3,2.6,0.5477,0,0.5477,verbo
modificamos,2.4,3,2.6,0.5477,0,0.5477,verbo
modificáis,2.4,3,2.6,0.5477,0,0.5477,verbo
modifican,2.4,3,2.6,0.5477,0,0.5477,verbo
modificado,2.4,3,2.6,0.5477,0,0.5477,verbo
modificaba,2.4,3,2.6,0.5477,0,0.5477,verbo
modificabas,2.4,3,2.6,0.5477,0,0.5477,verbo
modificábamos,2.4,3,2.6,0.5477,0,0.5477,verbo
